"fips","year","chr_obesity_prev","chr_mammography","chr_diabetes_monitoring"
"13105",2004,0.29,NA,NA
"13105",2005,0.28,NA,NA
"13105",2006,0.29,NA,NA
"13105",2007,0.3,NA,NA
"13105",2008,0.32,0.66,0.8
"13105",2009,0.36,0.62,0.8
"13105",2010,0.36,0.61,0.82
"13105",2011,0.34,0.61,0.83
"13105",2012,0.32,0.58,0.83
"13105",2013,0.31,0.56,0.85
"13105",2014,NA,0.62,0.85
"13107",2004,0.29,NA,NA
"13107",2005,0.29,NA,NA
"13107",2006,0.31,NA,NA
"13107",2007,0.31,NA,NA
"13107",2008,0.32,0.62,0.81
"13107",2009,0.31,0.6,0.84
"13107",2010,0.3,0.6,0.81
"13107",2011,0.32,0.57,0.84
"13107",2012,0.34,0.56,0.84
"13107",2013,0.36,0.55,0.86
"13107",2014,NA,0.49,0.81
"13109",2004,0.28,NA,NA
"13109",2005,0.27,NA,NA
"13109",2006,0.29,NA,NA
"13109",2007,0.3,NA,NA
"13109",2008,0.3,0.62,0.73
"13109",2009,0.32,0.57,0.81
"13109",2010,0.35,0.59,0.83
"13109",2011,0.35,0.53,0.78
"13109",2012,0.35,0.58,0.86
"13109",2013,0.34,0.53,0.82
"13109",2014,NA,0.56,0.84
"13111",2004,0.24,NA,NA
"13111",2005,0.25,NA,NA
"13111",2006,0.25,NA,NA
"13111",2007,0.26,NA,NA
"13111",2008,0.26,0.57,0.84
"13111",2009,0.29,0.6,0.85
"13111",2010,0.29,0.59,0.86
"13111",2011,0.28,0.58,0.84
"13111",2012,0.26,0.61,0.88
"13111",2013,0.26,0.64,0.86
"13111",2014,NA,0.59,0.86
"13113",2004,0.25,NA,NA
"13113",2005,0.24,NA,NA
"13113",2006,0.25,0.67,0.86
"13113",2007,0.25,0.67,0.86
"13113",2008,0.25,0.69,0.88
"13113",2009,0.24,0.71,0.88
"13113",2010,0.25,0.69,0.88
"13113",2011,0.27,0.66,0.9
"13113",2012,0.29,0.67,0.91
"13113",2013,0.31,0.67,0.89
"13113",2014,NA,0.68,0.89
"13115",2004,0.26,NA,NA
"13115",2005,0.28,NA,NA
"13115",2006,0.32,0.66,0.85
"13115",2007,0.32,0.66,0.85
"13115",2008,0.31,0.67,0.88
"13115",2009,0.29,0.69,0.89
"13115",2010,0.27,0.67,0.88
"13115",2011,0.28,0.66,0.88
"13115",2012,0.29,0.64,0.89
"13115",2013,0.31,0.62,0.89
"13115",2014,NA,0.62,0.87
"13117",2004,0.21,NA,NA
"13117",2005,0.21,NA,NA
"13117",2006,0.22,0.66,0.87
"13117",2007,0.25,0.66,0.87
"13117",2008,0.24,0.7,0.83
"13117",2009,0.23,0.7,0.84
"13117",2010,0.22,0.66,0.82
"13117",2011,0.25,0.66,0.85
"13117",2012,0.26,0.66,0.85
"13117",2013,0.29,0.65,0.85
"13117",2014,NA,0.66,0.86
"13119",2004,0.24,NA,NA
"13119",2005,0.25,NA,NA
"13119",2006,0.27,NA,NA
"13119",2007,0.27,NA,NA
"13119",2008,0.27,0.63,0.89
"13119",2009,0.28,0.6,0.89
"13119",2010,0.27,0.6,0.87
"13119",2011,0.26,0.58,0.88
"13119",2012,0.27,0.6,0.88
"13119",2013,0.3,0.56,0.89
"13119",2014,NA,0.55,0.88
"13121",2004,0.24,NA,NA
"13121",2005,0.24,NA,NA
"13121",2006,0.23,0.6,0.81
"13121",2007,0.23,0.6,0.81
"13121",2008,0.24,0.65,0.84
"13121",2009,0.24,0.65,0.85
"13121",2010,0.23,0.66,0.85
"13121",2011,0.22,0.62,0.85
"13121",2012,0.22,0.64,0.84
"13121",2013,0.24,0.64,0.85
"13121",2014,NA,0.65,0.85
"13123",2004,0.23,NA,NA
"13123",2005,0.23,NA,NA
"13123",2006,0.24,NA,NA
"13123",2007,0.25,NA,NA
"13123",2008,0.27,0.49,0.86
"13123",2009,0.3,0.56,0.86
"13123",2010,0.29,0.58,0.88
"13123",2011,0.29,0.59,0.87
"13123",2012,0.27,0.59,0.87
"13123",2013,0.3,0.61,0.84
"13123",2014,NA,0.58,0.84
"13125",2004,0.26,NA,NA
"13125",2005,0.26,NA,NA
"13125",2006,0.27,NA,NA
"13125",2007,0.27,NA,NA
"13125",2008,0.27,0.61,0.85
"13125",2009,0.27,0.55,0.75
"13125",2010,0.29,0.54,0.84
"13125",2011,0.3,0.58,0.81
"13125",2012,0.31,0.56,0.9
"13125",2013,0.29,0.47,0.89
"13125",2014,NA,0.68,0.87
"13127",2004,0.27,NA,NA
"13127",2005,0.28,NA,NA
"13127",2006,0.3,0.67,0.84
"13127",2007,0.29,0.67,0.84
"13127",2008,0.28,0.7,0.79
"13127",2009,0.27,0.7,0.82
"13127",2010,0.28,0.69,0.84
"13127",2011,0.28,0.67,0.84
"13127",2012,0.28,0.66,0.83
"13127",2013,0.26,0.67,0.85
"13127",2014,NA,0.67,0.84
"13129",2004,0.26,NA,NA
"13129",2005,0.27,NA,NA
"13129",2006,0.26,0.54,0.87
"13129",2007,0.28,0.54,0.87
"13129",2008,0.29,0.56,0.86
"13129",2009,0.31,0.52,0.84
"13129",2010,0.29,0.54,0.85
"13129",2011,0.29,0.56,0.85
"13129",2012,0.29,0.54,0.85
"13129",2013,0.29,0.53,0.85
"13129",2014,NA,0.53,0.87
"13131",2004,0.27,NA,NA
"13131",2005,0.29,NA,NA
"13131",2006,0.3,NA,NA
"13131",2007,0.31,NA,NA
"13131",2008,0.31,0.71,0.81
"13131",2009,0.33,0.69,0.83
"13131",2010,0.32,0.65,0.82
"13131",2011,0.33,0.62,0.8
"13131",2012,0.31,0.64,0.81
"13131",2013,0.33,0.71,0.81
"13131",2014,NA,0.69,0.84
"13133",2004,0.28,NA,NA
"13133",2005,0.28,NA,NA
"13133",2006,0.3,NA,NA
"13133",2007,0.3,NA,NA
"13133",2008,0.31,0.71,0.78
"13133",2009,0.32,0.71,0.81
"13133",2010,0.32,0.7,0.82
"13133",2011,0.3,0.68,0.84
"13133",2012,0.3,0.69,0.85
"13133",2013,0.3,0.7,0.88
"13133",2014,NA,0.79,0.86
"13135",2004,0.24,NA,NA
"13135",2005,0.25,NA,NA
"13135",2006,0.27,0.62,0.85
"13135",2007,0.26,0.62,0.85
"13135",2008,0.26,0.66,0.86
"13135",2009,0.26,0.65,0.87
"13135",2010,0.25,0.63,0.87
"13135",2011,0.27,0.62,0.87
"13135",2012,0.27,0.6,0.87
"13135",2013,0.3,0.6,0.88
"13135",2014,NA,0.59,0.89
"13137",2004,0.24,NA,NA
"13137",2005,0.25,NA,NA
"13137",2006,0.26,NA,0.89
"13137",2007,0.26,NA,0.89
"13137",2008,0.28,0.68,0.9
"13137",2009,0.27,0.7,0.9
"13137",2010,0.28,0.7,0.89
"13137",2011,0.29,0.65,0.89
"13137",2012,0.32,0.65,0.89
"13137",2013,0.32,0.66,0.88
"13137",2014,NA,0.67,0.89
"13139",2004,0.24,NA,NA
"13139",2005,0.23,NA,NA
"13139",2006,0.24,0.65,0.81
"13139",2007,0.24,0.65,0.81
"13139",2008,0.27,0.7,0.82
"13139",2009,0.28,0.69,0.83
"13139",2010,0.29,0.67,0.83
"13139",2011,0.26,0.65,0.84
"13139",2012,0.26,0.66,0.85
"13139",2013,0.26,0.69,0.87
"13139",2014,NA,0.68,0.87
"13141",2004,0.32,NA,NA
"13141",2005,0.32,NA,NA
"13141",2006,0.34,NA,NA
"13141",2007,0.35,NA,NA
"13141",2008,0.35,0.63,0.85
"13141",2009,0.37,0.78,0.87
"13141",2010,0.39,0.68,0.83
"13141",2011,0.37,0.53,0.86
"13141",2012,0.36,0.53,0.85
"13141",2013,0.31,0.62,0.87
"13141",2014,NA,0.55,0.88
"13143",2004,0.26,NA,NA
"13143",2005,0.27,NA,NA
"13143",2006,0.27,NA,NA
"13143",2007,0.27,NA,NA
"13143",2008,0.28,0.58,0.84
"13143",2009,0.31,0.59,0.84
"13143",2010,0.32,0.63,0.84
"13143",2011,0.29,0.58,0.85
"13143",2012,0.29,0.6,0.88
"13143",2013,0.27,0.56,0.87
"13143",2014,NA,0.55,0.89
"13145",2004,0.26,NA,NA
"13145",2005,0.27,NA,NA
"13145",2006,0.29,NA,NA
"13145",2007,0.3,NA,NA
"13145",2008,0.3,0.68,0.81
"13145",2009,0.28,0.69,0.83
"13145",2010,0.28,0.67,0.82
"13145",2011,0.29,0.65,0.82
"13145",2012,0.3,0.68,0.85
"13145",2013,0.28,0.69,0.83
"13145",2014,NA,0.63,0.83
"13147",2004,0.27,NA,NA
"13147",2005,0.26,NA,NA
"13147",2006,0.27,NA,NA
"13147",2007,0.28,NA,NA
"13147",2008,0.28,0.6,0.79
"13147",2009,0.3,0.58,0.83
"13147",2010,0.28,0.6,0.8
"13147",2011,0.3,0.54,0.85
"13147",2012,0.3,0.52,0.8
"13147",2013,0.3,0.52,0.86
"13147",2014,NA,0.53,0.82
"13149",2004,0.26,NA,NA
"13149",2005,0.27,NA,NA
"13149",2006,0.27,NA,NA
"13149",2007,0.28,NA,NA
"13149",2008,0.28,0.55,0.87
"13149",2009,0.28,0.54,0.87
"13149",2010,0.29,0.51,0.89
"13149",2011,0.29,0.42,0.85
"13149",2012,0.31,0.44,0.83
"13149",2013,0.3,0.51,0.84
"13149",2014,NA,0.47,0.86
"13151",2004,0.27,NA,NA
"13151",2005,0.3,NA,NA
"13151",2006,0.33,0.66,0.83
"13151",2007,0.31,0.66,0.83
"13151",2008,0.29,0.66,0.86
"13151",2009,0.28,0.68,0.87
"13151",2010,0.29,0.64,0.87
"13151",2011,0.3,0.61,0.87
"13151",2012,0.3,0.59,0.86
"13151",2013,0.33,0.62,0.86
"13151",2014,NA,0.65,0.86
"13153",2004,0.28,NA,NA
"13153",2005,0.27,NA,NA
"13153",2006,0.29,0.61,0.77
"13153",2007,0.31,0.61,0.77
"13153",2008,0.3,0.69,0.8
"13153",2009,0.29,0.67,0.8
"13153",2010,0.3,0.65,0.8
"13153",2011,0.32,0.63,0.81
"13153",2012,0.32,0.63,0.82
"13153",2013,0.31,0.64,0.82
"13153",2014,NA,0.63,0.84
"13155",2004,0.27,NA,NA
"13155",2005,0.27,NA,NA
"13155",2006,0.3,NA,NA
"13155",2007,0.31,NA,NA
"13155",2008,0.32,0.69,0.8
"13155",2009,0.31,0.65,0.82
"13155",2010,0.31,0.71,0.81
"13155",2011,0.31,0.73,0.81
"13155",2012,0.3,0.78,0.8
"13155",2013,0.29,0.73,0.83
"13155",2014,NA,0.65,0.88
"13157",2004,0.24,NA,NA
"13157",2005,0.24,NA,NA
"13157",2006,0.26,0.59,0.83
"13157",2007,0.27,0.59,0.83
"13157",2008,0.27,0.65,0.86
"13157",2009,0.26,0.66,0.86
"13157",2010,0.26,0.62,0.86
"13157",2011,0.29,0.57,0.87
"13157",2012,0.29,0.65,0.87
"13157",2013,0.27,0.6,0.88
"13157",2014,NA,0.58,0.87
"13159",2004,0.27,NA,NA
"13159",2005,0.28,NA,NA
"13159",2006,0.3,NA,NA
"13159",2007,0.3,NA,NA
"13159",2008,0.3,0.64,0.87
"13159",2009,0.29,0.64,0.85
"13159",2010,0.3,0.63,0.87
"13159",2011,0.29,0.62,0.83
"13159",2012,0.31,0.59,0.87
"13159",2013,0.29,0.55,0.85
"13159",2014,NA,0.54,0.87
"13161",2004,0.31,NA,NA
"13161",2005,0.3,NA,NA
"13161",2006,0.32,NA,NA
"13161",2007,0.3,NA,NA
"13161",2008,0.29,0.61,0.77
"13161",2009,0.27,0.59,0.79
"13161",2010,0.29,0.51,0.82
"13161",2011,0.28,0.45,0.79
"13161",2012,0.3,0.53,0.8
"13161",2013,0.3,0.55,0.83
"13161",2014,NA,0.64,0.81
"13163",2004,0.3,NA,NA
"13163",2005,0.32,NA,NA
"13163",2006,0.34,NA,NA
"13163",2007,0.36,NA,NA
"13163",2008,0.35,0.68,0.81
"13163",2009,0.37,0.64,0.86
"13163",2010,0.38,0.63,0.85
"13163",2011,0.38,0.64,0.84
"13163",2012,0.38,0.65,0.88
"13163",2013,0.35,0.59,0.86
"13163",2014,NA,0.56,0.83
"13165",2004,0.29,NA,NA
"13165",2005,0.3,NA,NA
"13165",2006,0.32,NA,NA
"13165",2007,0.32,NA,NA
"13165",2008,0.32,0.52,0.71
"13165",2009,0.33,0.56,0.78
"13165",2010,0.32,0.57,0.8
"13165",2011,0.32,0.56,0.8
"13165",2012,0.32,0.48,0.77
"13165",2013,0.3,0.47,0.8
"13165",2014,NA,0.54,0.84
"13167",2004,0.29,NA,NA
"13167",2005,0.3,NA,NA
"13167",2006,0.31,NA,NA
"13167",2007,0.32,NA,NA
"13167",2008,0.33,0.67,0.84
"13167",2009,0.35,0.58,0.85
"13167",2010,0.33,0.55,0.88
"13167",2011,0.32,0.58,0.86
"13167",2012,0.34,0.66,0.87
"13167",2013,0.34,0.64,0.91
"13167",2014,NA,0.69,0.89
"13169",2004,0.27,NA,NA
"13169",2005,0.28,NA,NA
"13169",2006,0.29,NA,NA
"13169",2007,0.3,NA,NA
"13169",2008,0.29,0.72,0.83
"13169",2009,0.3,0.7,0.82
"13169",2010,0.31,0.69,0.8
"13169",2011,0.32,0.73,0.84
"13169",2012,0.33,0.7,0.82
"13169",2013,0.34,0.68,0.84
"13169",2014,NA,0.67,0.86
"13171",2004,0.26,NA,NA
"13171",2005,0.27,NA,NA
"13171",2006,0.3,NA,NA
"13171",2007,0.3,NA,NA
"13171",2008,0.3,0.58,0.85
"13171",2009,0.3,0.61,0.8
"13171",2010,0.33,0.52,0.86
"13171",2011,0.34,0.56,0.82
"13171",2012,0.33,0.5,0.85
"13171",2013,0.31,0.55,0.85
"13171",2014,NA,0.57,0.86
"13173",2004,0.26,NA,NA
"13173",2005,0.27,NA,NA
"13173",2006,0.28,NA,NA
"13173",2007,0.3,NA,NA
"13173",2008,0.3,0.46,0.74
"13173",2009,0.31,0.5,0.68
"13173",2010,0.29,0.46,0.71
"13173",2011,0.32,0.4,0.71
"13173",2012,0.32,0.47,0.72
"13173",2013,0.33,0.61,0.77
"13173",2014,NA,0.69,0.71
"13175",2004,0.28,NA,NA
"13175",2005,0.27,NA,NA
"13175",2006,0.29,0.66,0.83
"13175",2007,0.31,0.66,0.83
"13175",2008,0.33,0.68,0.87
"13175",2009,0.36,0.67,0.86
"13175",2010,0.35,0.67,0.86
"13175",2011,0.35,0.68,0.86
"13175",2012,0.35,0.68,0.88
"13175",2013,0.36,0.63,0.89
"13175",2014,NA,0.64,0.86
"13177",2004,0.23,NA,NA
"13177",2005,0.25,NA,NA
"13177",2006,0.27,NA,NA
"13177",2007,0.28,NA,NA
"13177",2008,0.28,0.69,0.76
"13177",2009,0.28,0.67,0.76
"13177",2010,0.31,0.65,0.76
"13177",2011,0.32,0.59,0.78
"13177",2012,0.32,0.61,0.85
"13177",2013,0.31,0.65,0.89
"13177",2014,NA,0.63,0.9
"13179",2004,0.28,NA,NA
"13179",2005,0.28,NA,NA
"13179",2006,0.28,NA,NA
"13179",2007,0.3,NA,NA
"13179",2008,0.31,0.64,0.86
"13179",2009,0.32,0.65,0.82
"13179",2010,0.33,0.57,0.81
"13179",2011,0.32,0.54,0.83
"13179",2012,0.34,0.54,0.82
"13179",2013,0.35,0.55,0.84
"13179",2014,NA,0.57,0.83
"13181",2004,0.28,NA,NA
"13181",2005,0.29,NA,NA
"13181",2006,0.31,NA,NA
"13181",2007,0.31,NA,NA
"13181",2008,0.31,0.71,0.73
"13181",2009,0.33,0.6,0.78
"13181",2010,0.35,0.57,0.81
"13181",2011,0.33,0.56,0.76
"13181",2012,0.33,0.56,0.84
"13181",2013,0.29,0.59,0.85
"13181",2014,NA,0.56,0.88
"13183",2004,0.26,NA,NA
"13183",2005,0.27,NA,NA
"13183",2006,0.29,NA,NA
"13183",2007,0.3,NA,NA
"13183",2008,0.3,0.52,0.78
"13183",2009,0.3,0.58,0.82
"13183",2010,0.31,0.65,0.84
"13183",2011,0.29,0.5,0.83
"13183",2012,0.3,0.45,0.81
"13183",2013,0.31,0.52,0.86
"13183",2014,NA,0.52,0.85
"13185",2004,0.26,NA,NA
"13185",2005,0.25,NA,NA
"13185",2006,0.27,0.69,0.87
"13185",2007,0.29,0.69,0.87
"13185",2008,0.32,0.71,0.88
"13185",2009,0.34,0.7,0.87
"13185",2010,0.31,0.66,0.88
"13185",2011,0.29,0.62,0.88
"13185",2012,0.28,0.66,0.89
"13185",2013,0.31,0.67,0.88
"13185",2014,NA,0.65,0.89
"13187",2004,0.24,NA,NA
"13187",2005,0.25,NA,NA
"13187",2006,0.26,NA,NA
"13187",2007,0.27,NA,NA
"13187",2008,0.27,0.74,0.86
"13187",2009,0.28,0.74,0.88
"13187",2010,0.29,0.68,0.86
"13187",2011,0.29,0.63,0.87
"13187",2012,0.3,0.62,0.84
"13187",2013,0.31,0.62,0.83
"13187",2014,NA,0.64,0.83
"13189",2004,0.28,NA,NA
"13189",2005,0.3,NA,NA
"13189",2006,0.32,NA,NA
"13189",2007,0.31,NA,NA
"13189",2008,0.3,0.61,0.83
"13189",2009,0.3,0.57,0.84
"13189",2010,0.33,0.52,0.83
"13189",2011,0.35,0.55,0.86
"13189",2012,0.35,0.6,0.84
"13189",2013,0.33,0.54,0.84
"13189",2014,NA,0.53,0.84
"13191",2004,0.29,NA,NA
"13191",2005,0.3,NA,NA
"13191",2006,0.3,NA,NA
"13191",2007,0.3,NA,NA
"13191",2008,0.29,0.66,0.85
"13191",2009,0.32,0.72,0.85
"13191",2010,0.32,0.72,0.85
"13191",2011,0.31,0.66,0.83
"13191",2012,0.31,0.66,0.82
"13191",2013,0.31,0.75,0.88
"13191",2014,NA,0.67,0.87
"13193",2004,0.32,NA,NA
"13193",2005,0.32,NA,NA
"13193",2006,0.33,NA,NA
"13193",2007,0.33,NA,NA
"13193",2008,0.33,0.59,0.71
"13193",2009,0.34,0.57,0.73
"13193",2010,0.34,0.7,0.8
"13193",2011,0.34,0.51,0.76
"13193",2012,0.35,0.59,0.74
"13193",2013,0.36,0.58,0.79
"13193",2014,NA,0.54,0.76
"13195",2004,0.25,NA,NA
"13195",2005,0.25,NA,NA
"13195",2006,0.26,NA,NA
"13195",2007,0.27,NA,NA
"13195",2008,0.29,0.65,0.87
"13195",2009,0.31,0.68,0.86
"13195",2010,0.32,0.71,0.9
"13195",2011,0.31,0.6,0.87
"13195",2012,0.32,0.62,0.87
"13195",2013,0.32,0.61,0.88
"13195",2014,NA,0.6,0.86
"13197",2004,0.28,NA,NA
"13197",2005,0.29,NA,NA
"13197",2006,0.3,NA,NA
"13197",2007,0.3,NA,NA
"13197",2008,0.3,0.6,0.73
"13197",2009,0.32,0.65,0.75
"13197",2010,0.32,0.45,0.77
"13197",2011,0.33,0.54,0.87
"13197",2012,0.33,0.57,0.73
"13197",2013,0.33,0.42,0.69
"13197",2014,NA,0.5,0.76
"13199",2004,0.28,NA,NA
"13199",2005,0.29,NA,NA
"13199",2006,0.3,NA,NA
"13199",2007,0.3,NA,NA
"13199",2008,0.3,0.57,0.79
"13199",2009,0.32,0.55,0.79
"13199",2010,0.32,0.53,0.83
"13199",2011,0.33,0.56,0.83
"13199",2012,0.35,0.58,0.86
"13199",2013,0.35,0.57,0.82
"13199",2014,NA,0.47,0.86
"13201",2004,0.26,NA,NA
"13201",2005,0.27,NA,NA
"13201",2006,0.29,NA,NA
"13201",2007,0.3,NA,NA
"13201",2008,0.3,0.52,0.77
"13201",2009,0.33,0.51,0.81
"13201",2010,0.32,0.54,0.71
"13201",2011,0.32,0.51,0.81
"13201",2012,0.31,0.52,0.86
"13201",2013,0.3,0.58,0.79
"13201",2014,NA,0.51,0.84
"13205",2004,0.3,NA,NA
"13205",2005,0.3,NA,NA
"13205",2006,0.32,NA,NA
"13205",2007,0.33,NA,NA
"13205",2008,0.32,0.68,0.81
"13205",2009,0.34,0.63,0.84
"13205",2010,0.31,0.65,0.78
"13205",2011,0.32,0.61,0.78
"13205",2012,0.31,0.63,0.81
"13205",2013,0.34,0.62,0.81
"13205",2014,NA,0.65,0.85
"13207",2004,0.28,NA,NA
"13207",2005,0.28,NA,NA
"13207",2006,0.29,NA,NA
"13207",2007,0.3,NA,NA
"13207",2008,0.3,0.67,0.82
"13207",2009,0.31,0.7,0.83
"13207",2010,0.33,0.66,0.83
"13207",2011,0.34,0.67,0.86
"13207",2012,0.32,0.65,0.84
"13207",2013,0.32,0.67,0.85
"13207",2014,NA,0.61,0.84
"13209",2004,0.26,NA,NA
"13209",2005,0.26,NA,NA
"13209",2006,0.29,NA,NA
"13209",2007,0.3,NA,NA
"13209",2008,0.3,0.62,0.89
"13209",2009,0.31,0.68,0.86
"13209",2010,0.33,0.59,0.87
"13209",2011,0.36,0.63,0.84
"13209",2012,0.37,0.71,0.83
"13209",2013,0.36,0.58,0.85
"13209",2014,NA,0.67,0.84
"13211",2004,0.27,NA,NA
"13211",2005,0.27,NA,NA
"13211",2006,0.29,NA,NA
"13211",2007,0.28,NA,NA
"13211",2008,0.28,0.62,0.86
"13211",2009,0.29,0.67,0.86
"13211",2010,0.32,0.73,0.86
"13211",2011,0.31,0.66,0.87
"13211",2012,0.28,0.64,0.85
"13211",2013,0.27,0.62,0.84
"13211",2014,NA,0.69,0.82
"13213",2004,0.25,NA,NA
"13213",2005,0.28,NA,NA
"13213",2006,0.3,NA,NA
"13213",2007,0.31,NA,NA
"13213",2008,0.29,0.58,0.83
"13213",2009,0.3,0.58,0.85
"13213",2010,0.28,0.53,0.83
"13213",2011,0.28,0.51,0.88
"13213",2012,0.29,0.53,0.85
"13213",2013,0.33,0.53,0.85
"13213",2014,NA,0.52,0.85
"13215",2004,0.29,NA,NA
"13215",2005,0.28,NA,NA
"13215",2006,0.29,0.64,0.8
"13215",2007,0.31,0.64,0.8
"13215",2008,0.31,0.69,0.8
"13215",2009,0.35,0.68,0.8
"13215",2010,0.36,0.63,0.81
"13215",2011,0.36,0.6,0.8
"13215",2012,0.32,0.57,0.81
"13215",2013,0.29,0.57,0.81
"13215",2014,NA,0.58,0.78
"13217",2004,0.26,NA,NA
"13217",2005,0.28,NA,NA
"13217",2006,0.3,0.72,0.85
"13217",2007,0.32,0.72,0.85
"13217",2008,0.32,0.66,0.86
"13217",2009,0.31,0.68,0.88
"13217",2010,0.32,0.68,0.89
"13217",2011,0.34,0.64,0.88
"13217",2012,0.34,0.64,0.88
"13217",2013,0.33,0.62,0.86
"13217",2014,NA,0.6,0.86
"13219",2004,0.23,NA,NA
"13219",2005,0.24,NA,NA
"13219",2006,0.27,NA,NA
"13219",2007,0.28,NA,NA
"13219",2008,0.28,0.73,0.9
"13219",2009,0.26,0.7,0.87
"13219",2010,0.27,0.71,0.9
"13219",2011,0.29,0.68,0.85
"13219",2012,0.31,0.72,0.86
"13219",2013,0.29,0.68,0.9
"13219",2014,NA,0.71,0.88
"13221",2004,0.28,NA,NA
"13221",2005,0.28,NA,NA
"13221",2006,0.28,NA,NA
"13221",2007,0.29,NA,NA
"13221",2008,0.29,0.72,0.86
"13221",2009,0.31,0.72,0.9
"13221",2010,0.29,0.68,0.91
"13221",2011,0.29,0.62,0.9
"13221",2012,0.3,0.59,0.88
"13221",2013,0.3,0.57,0.87
"13221",2014,NA,0.6,0.87
"13223",2004,0.26,NA,NA
"13223",2005,0.29,NA,NA
"13223",2006,0.29,NA,0.79
"13223",2007,0.3,NA,0.79
"13223",2008,0.27,0.64,0.84
"13223",2009,0.26,0.62,0.84
"13223",2010,0.26,0.64,0.84
"13223",2011,0.27,0.61,0.81
"13223",2012,0.28,0.61,0.85
"13223",2013,0.29,0.63,0.85
"13223",2014,NA,0.6,0.87
"13225",2004,0.29,NA,NA
"13225",2005,0.3,NA,NA
"13225",2006,0.3,NA,NA
"13225",2007,0.3,NA,NA
"13225",2008,0.3,0.64,0.82
"13225",2009,0.3,0.63,0.79
"13225",2010,0.34,0.63,0.8
"13225",2011,0.35,0.61,0.81
"13225",2012,0.35,0.62,0.81
"13225",2013,0.34,0.66,0.85
"13225",2014,NA,0.69,0.86
"13227",2004,0.24,NA,NA
"13227",2005,0.25,NA,NA
"13227",2006,0.26,NA,NA
"13227",2007,0.26,NA,NA
"13227",2008,0.25,0.67,0.86
"13227",2009,0.26,0.66,0.87
"13227",2010,0.26,0.63,0.88
"13227",2011,0.27,0.64,0.87
"13227",2012,0.25,0.61,0.85
"13227",2013,0.27,0.64,0.87
"13227",2014,NA,0.63,0.89
"13229",2004,0.25,NA,NA
"13229",2005,0.28,NA,NA
"13229",2006,0.31,NA,NA
"13229",2007,0.3,NA,NA
"13229",2008,0.29,0.59,0.83
"13229",2009,0.29,0.63,0.81
"13229",2010,0.31,0.6,0.79
"13229",2011,0.31,0.6,0.81
"13229",2012,0.3,0.61,0.85
"13229",2013,0.29,0.59,0.87
"13229",2014,NA,0.55,0.85
"13231",2004,0.26,NA,NA
"13231",2005,0.27,NA,NA
"13231",2006,0.28,NA,NA
"13231",2007,0.28,NA,NA
"13231",2008,0.28,0.62,0.76
"13231",2009,0.3,0.69,0.75
"13231",2010,0.31,0.64,0.74
"13231",2011,0.31,0.54,0.81
"13231",2012,0.28,0.56,0.78
"13231",2013,0.26,0.52,0.84
"13231",2014,NA,0.54,0.86
"13233",2004,0.23,NA,NA
"13233",2005,0.25,NA,NA
"13233",2006,0.27,NA,0.83
"13233",2007,0.28,NA,0.83
"13233",2008,0.28,0.62,0.82
"13233",2009,0.29,0.64,0.84
"13233",2010,0.26,0.67,0.84
"13233",2011,0.28,0.69,0.85
"13233",2012,0.29,0.68,0.87
"13233",2013,0.35,0.62,0.9
"13233",2014,NA,0.65,0.87
"13235",2004,0.28,NA,NA
"13235",2005,0.29,NA,NA
"13235",2006,0.32,NA,NA
"13235",2007,0.32,NA,NA
"13235",2008,0.31,0.74,0.85
"13235",2009,0.3,0.72,0.84
"13235",2010,0.31,0.73,0.86
"13235",2011,0.32,0.66,0.85
"13235",2012,0.32,0.63,0.86
"13235",2013,0.32,0.64,0.85
"13235",2014,NA,0.61,0.85
"13237",2004,0.26,NA,NA
"13237",2005,0.27,NA,NA
"13237",2006,0.28,NA,NA
"13237",2007,0.29,NA,NA
"13237",2008,0.29,0.66,0.85
"13237",2009,0.29,0.68,0.88
"13237",2010,0.32,0.65,0.88
"13237",2011,0.32,0.64,0.85
"13237",2012,0.32,0.63,0.86
"13237",2013,0.3,0.69,0.88
"13237",2014,NA,0.69,0.88
"13239",2004,0.28,NA,NA
"13239",2005,0.29,NA,NA
"13239",2006,0.32,NA,NA
"13239",2007,0.33,NA,NA
"13239",2008,0.32,0.6,0.89
"13239",2009,0.33,0.63,0.84
"13239",2010,0.31,0.71,0.89
"13239",2011,0.31,0.67,0.86
"13239",2012,0.33,NA,NA
"13239",2013,0.34,0.6,0.89
"13239",2014,NA,0.64,0.91
"13241",2004,0.23,NA,NA
"13241",2005,0.23,NA,NA
"13241",2006,0.25,NA,NA
"13241",2007,0.26,NA,NA
"13241",2008,0.26,0.65,0.84
"13241",2009,0.27,0.57,0.87
"13241",2010,0.29,0.5,0.85
"13241",2011,0.31,0.51,0.85
"13241",2012,0.32,0.52,0.84
"13241",2013,0.29,0.57,0.73
"13241",2014,NA,0.6,0.85
"13243",2004,0.31,NA,NA
"13243",2005,0.3,NA,NA
"13243",2006,0.32,NA,NA
"13243",2007,0.33,NA,NA
"13243",2008,0.34,0.65,0.74
"13243",2009,0.36,0.59,0.79
"13243",2010,0.37,0.55,0.74
"13243",2011,0.37,0.61,0.74
"13243",2012,0.36,0.51,0.85
"13243",2013,0.34,0.52,0.83
"13243",2014,NA,0.42,0.75
"13245",2004,0.28,NA,NA
"13245",2005,0.29,NA,NA
"13245",2006,0.31,0.65,0.74
"13245",2007,0.33,0.65,0.74
"13245",2008,0.33,0.61,0.76
