"fips","year","chr_obesity_prev","chr_mammography","chr_diabetes_monitoring"
"02000",2005,0.26,NA,NA
"02000",2006,0.27,0.55,0.69
"02000",2007,0.28,0.55,0.69
"02000",2008,0.28,0.58,0.68
"02000",2009,0.28,0.58,0.7
"02000",2010,0.28,0.57,0.7
"02000",2011,0.28,0.55,0.75
"02000",2012,0.29,0.56,0.76
"02000",2013,0.29,0.55,0.76
"02000",2014,NA,0.55,0.75
"02013",2004,0.28,NA,NA
"02013",2005,0.28,NA,NA
"02013",2006,0.3,NA,NA
"02013",2007,0.28,NA,NA
"02013",2008,0.28,NA,NA
"02013",2009,0.31,NA,NA
"02013",2010,0.32,NA,NA
"02013",2011,0.32,NA,NA
"02013",2012,0.31,NA,0.89
"02013",2013,0.33,NA,0.74
"02016",2004,0.22,NA,NA
"02016",2005,0.22,NA,NA
"02016",2006,0.26,NA,NA
"02016",2007,0.29,NA,NA
"02016",2008,0.3,NA,NA
"02016",2009,0.28,NA,NA
"02016",2010,0.3,NA,NA
"02016",2011,0.33,NA,NA
"02016",2012,0.36,NA,NA
"02016",2013,0.39,NA,NA
"02016",2014,NA,NA,0.8
"02020",2004,0.25,NA,NA
"02020",2005,0.25,NA,NA
"02020",2006,0.26,0.52,0.69
"02020",2007,0.26,0.52,0.69
"02020",2008,0.27,0.58,0.66
"02020",2009,0.26,0.59,0.66
"02020",2010,0.26,0.57,0.66
"02020",2011,0.27,0.56,0.73
"02020",2012,0.27,0.56,0.76
"02020",2013,0.27,0.56,0.77
"02020",2014,NA,0.57,0.78
"02050",2004,0.27,NA,NA
"02050",2005,0.32,NA,NA
"02050",2006,0.35,NA,NA
"02050",2007,0.34,NA,NA
"02050",2008,0.32,0.21,NA
"02050",2009,0.3,NA,NA
"02050",2010,0.32,NA,0.33
"02050",2011,0.32,NA,0.25
"02050",2012,0.32,NA,NA
"02050",2013,0.3,0.18,NA
"02050",2014,NA,0.27,0.25
"02060",2004,0.28,NA,NA
"02060",2005,0.31,NA,NA
"02060",2006,0.34,NA,NA
"02060",2007,0.34,NA,NA
"02060",2008,0.33,NA,NA
"02060",2009,0.35,NA,NA
"02060",2010,0.31,NA,NA
"02060",2011,0.33,NA,NA
"02060",2012,0.34,NA,NA
"02060",2013,0.4,NA,NA
"02068",2004,0.22,NA,NA
"02068",2005,0.23,NA,NA
"02068",2006,0.27,NA,NA
"02068",2007,0.28,NA,NA
"02068",2008,0.3,NA,NA
"02068",2009,0.28,NA,NA
"02068",2010,0.25,NA,NA
"02068",2011,0.24,0.68,0.64
"02068",2012,0.25,0.61,0.86
"02068",2013,0.27,NA,0.76
"02068",2014,NA,NA,0.74
"02070",2004,0.26,NA,NA
"02070",2005,0.29,NA,NA
"02070",2006,0.34,NA,NA
"02070",2007,0.37,NA,NA
"02070",2008,0.39,NA,NA
"02070",2009,0.34,0.46,NA
"02070",2010,0.32,0.58,NA
"02070",2011,0.32,NA,NA
"02070",2012,0.35,NA,NA
"02070",2013,0.38,NA,NA
"02090",2004,0.26,NA,NA
"02090",2005,0.27,NA,NA
"02090",2006,0.27,NA,NA
"02090",2007,0.26,NA,NA
"02090",2008,0.26,0.6,0.78
"02090",2009,0.28,0.59,0.75
"02090",2010,0.29,0.59,0.77
"02090",2011,0.29,0.57,0.8
"02090",2012,0.29,0.6,0.76
"02090",2013,0.28,0.55,0.78
"02090",2014,NA,0.58,0.78
"02100",2004,0.24,NA,NA
"02100",2005,0.25,NA,NA
"02100",2006,0.27,NA,NA
"02100",2007,0.28,NA,NA
"02100",2008,0.29,0.69,NA
"02100",2009,0.32,0.63,NA
"02100",2010,0.3,0.59,0.56
"02100",2011,0.28,0.61,0.62
"02100",2012,0.27,0.63,0.65
"02100",2013,0.26,0.6,0.68
"02100",2014,NA,0.6,NA
"02105",2013,0.32,NA,NA
"02105",2014,NA,0.56,NA
"02110",2004,0.22,NA,NA
"02110",2005,0.24,NA,NA
"02110",2006,0.25,NA,NA
"02110",2007,0.27,NA,NA
"02110",2008,0.27,0.65,0.68
"02110",2009,0.26,0.65,0.76
"02110",2010,0.26,0.69,0.75
"02110",2011,0.27,0.67,0.84
"02110",2012,0.27,0.62,0.83
"02110",2013,0.29,0.61,0.81
"02110",2014,NA,0.61,0.77
"02122",2004,0.26,NA,NA
"02122",2005,0.26,NA,NA
"02122",2006,0.28,NA,NA
"02122",2007,0.29,NA,NA
"02122",2008,0.3,0.62,0.73
"02122",2009,0.29,0.64,0.81
"02122",2010,0.28,0.58,0.81
"02122",2011,0.28,0.54,0.79
"02122",2012,0.28,0.56,0.81
"02122",2013,0.28,0.58,0.79
"02122",2014,NA,0.56,0.77
"02130",2004,0.26,NA,NA
"02130",2005,0.27,NA,NA
"02130",2006,0.3,NA,NA
"02130",2007,0.33,NA,NA
"02130",2008,0.34,0.67,0.83
"02130",2009,0.32,0.69,0.83
"02130",2010,0.29,0.62,0.83
"02130",2011,0.28,0.52,0.79
"02130",2012,0.29,0.6,0.82
"02130",2013,0.31,0.62,0.83
"02130",2014,NA,0.54,0.81
"02150",2004,0.22,NA,NA
"02150",2005,0.24,NA,NA
"02150",2006,0.26,NA,NA
"02150",2007,0.27,NA,NA
"02150",2008,0.26,0.69,0.63
"02150",2009,0.3,0.59,0.7
"02150",2010,0.3,0.51,0.82
"02150",2011,0.32,0.53,0.8
"02150",2012,0.29,0.57,0.82
"02150",2013,0.3,0.48,0.83
"02150",2014,NA,0.51,0.83
"02158",2004,0.3,NA,NA
"02158",2005,0.27,NA,NA
"02158",2006,0.29,NA,NA
"02158",2007,0.3,NA,NA
"02158",2008,0.33,NA,NA
"02158",2009,0.3,NA,NA
"02158",2010,0.28,NA,NA
"02158",2011,0.35,NA,NA
"02158",2012,0.34,NA,NA
"02158",2013,0.33,NA,NA
"02164",2004,0.3,NA,NA
"02164",2005,0.3,NA,NA
"02164",2006,0.32,NA,NA
"02164",2007,0.34,NA,NA
"02164",2008,0.34,NA,NA
"02164",2009,0.34,NA,NA
"02164",2010,0.32,NA,NA
"02164",2011,0.33,NA,NA
"02164",2012,0.32,NA,NA
"02164",2013,0.32,NA,NA
"02170",2004,0.24,NA,NA
"02170",2005,0.25,NA,NA
"02170",2006,0.28,NA,0.76
"02170",2007,0.29,NA,0.76
"02170",2008,0.28,0.61,0.76
"02170",2009,0.3,0.58,0.79
"02170",2010,0.3,0.59,0.79
"02170",2011,0.3,0.59,0.78
"02170",2012,0.29,0.59,0.82
"02170",2013,0.3,0.55,0.82
"02170",2014,NA,0.58,0.82
"02180",2004,0.27,NA,NA
"02180",2005,0.28,NA,NA
"02180",2006,0.28,NA,NA
"02180",2007,0.31,NA,NA
"02180",2008,0.33,0.47,0.89
"02180",2009,0.36,0.57,0.71
"02180",2010,0.36,0.56,0.76
"02180",2011,0.34,0.52,0.88
"02180",2012,0.33,0.51,0.88
"02180",2013,0.32,0.57,0.79
"02180",2014,NA,0.45,0.66
"02185",2004,0.29,NA,NA
"02185",2005,0.3,NA,NA
"02185",2006,0.32,NA,NA
"02185",2007,0.37,NA,NA
"02185",2008,0.38,NA,NA
"02185",2009,0.39,NA,NA
"02185",2010,0.36,NA,NA
"02185",2011,0.34,0.32,0.4
"02185",2012,0.35,0.43,0.4
"02185",2013,0.37,NA,0.4
"02185",2014,NA,0.32,0.44
"02188",2004,0.3,NA,NA
"02188",2005,0.3,NA,NA
"02188",2006,0.31,NA,NA
"02188",2007,0.32,NA,NA
"02188",2008,0.31,NA,NA
"02188",2009,0.3,NA,NA
"02188",2010,0.3,NA,NA
"02188",2011,0.3,NA,NA
"02188",2012,0.33,NA,NA
"02188",2013,0.32,NA,NA
"02195",2013,0.31,NA,NA
"02195",2014,NA,0.48,0.65
"02198",2004,0.28,NA,NA
"02198",2005,0.31,NA,NA
"02198",2006,0.31,NA,NA
"02198",2007,0.34,NA,NA
"02198",2008,0.34,0.54,0.39
"02198",2009,0.36,0.53,0.45
"02198",2010,0.34,0.57,0.35
"02198",2011,0.36,0.45,0.58
"02198",2012,0.35,0.42,0.55
"02198",2013,0.35,0.29,0.54
"02198",2014,NA,0.29,0.6
"02220",2004,0.21,NA,NA
"02220",2005,0.22,NA,NA
"02220",2006,0.26,NA,NA
"02220",2007,0.29,NA,NA
"02220",2008,0.31,0.7,0.64
"02220",2009,0.3,0.58,0.64
"02220",2010,0.28,0.57,0.54
"02220",2011,0.29,0.64,0.77
"02220",2012,0.27,0.53,0.8
"02220",2013,0.29,0.59,0.79
"02220",2014,NA,0.51,0.55
"02230",2013,0.28,NA,NA
"02230",2014,NA,NA,0.93
"02240",2004,0.27,NA,NA
"02240",2005,0.29,NA,NA
"02240",2006,0.32,NA,NA
"02240",2007,0.33,NA,NA
"02240",2008,0.31,0.47,0.77
"02240",2009,0.31,0.46,0.71
"02240",2010,0.32,0.53,0.73
"02240",2011,0.33,0.54,0.85
"02240",2012,0.33,0.43,0.78
"02240",2013,0.33,0.46,0.73
"02240",2014,NA,0.55,0.74
"02261",2004,0.29,NA,NA
"02261",2005,0.29,NA,NA
"02261",2006,0.32,NA,NA
"02261",2007,0.32,NA,NA
"02261",2008,0.33,0.48,0.63
"02261",2009,0.29,0.51,0.78
"02261",2010,0.28,0.63,0.73
"02261",2011,0.3,0.54,0.86
"02261",2012,0.3,0.55,0.84
"02261",2013,0.3,0.53,0.82
"02261",2014,NA,0.54,0.76
"02275",2013,0.31,NA,NA
"02275",2014,NA,0.47,0.74
"02282",2004,0.27,NA,NA
"02282",2005,0.27,NA,NA
"02282",2006,0.28,NA,NA
"02282",2007,0.29,NA,NA
"02282",2008,0.29,NA,NA
"02282",2009,0.31,NA,NA
"02282",2010,0.32,NA,NA
"02282",2011,0.31,NA,NA
"02282",2012,0.32,NA,NA
"02282",2013,0.31,NA,NA
"02290",2004,0.23,NA,NA
"02290",2005,0.24,NA,NA
"02290",2006,0.27,NA,NA
"02290",2007,0.29,NA,NA
"02290",2008,0.32,0.59,0.59
"02290",2009,0.33,0.51,0.61
"02290",2010,0.29,0.42,0.5
"02290",2011,0.26,0.42,0.5
"02290",2012,0.27,0.56,0.69
"02290",2013,0.28,0.63,0.67
"02290",2014,NA,0.57,0.61
"04000",2004,0.2,NA,NA
"04000",2005,0.2,NA,NA
"04000",2006,0.22,0.64,0.76
"04000",2007,0.23,0.64,0.76
"04000",2008,0.24,0.67,0.76
"04000",2009,0.25,0.67,0.77
"04000",2010,0.25,0.67,0.77
"04000",2011,0.24,0.64,0.79
"04000",2012,0.24,0.64,0.79
"04000",2013,0.26,0.64,0.8
"04000",2014,NA,0.64,0.8
"04001",2004,0.29,NA,NA
"04001",2005,0.29,NA,NA
"04001",2006,0.3,NA,0.31
"04001",2007,0.32,NA,0.31
"04001",2008,0.32,0.28,0.28
"04001",2009,0.33,0.29,0.28
"04001",2010,0.32,0.31,0.28
"04001",2011,0.32,0.36,0.29
"04001",2012,0.33,0.32,0.31
"04001",2013,0.35,0.39,0.28
"04001",2014,NA,0.45,0.32
"04003",2004,0.23,NA,NA
"04003",2005,0.23,NA,NA
"04003",2006,0.24,0.5,0.71
"04003",2007,0.22,0.5,0.71
"04003",2008,0.23,0.56,0.74
"04003",2009,0.24,0.59,0.76
"04003",2010,0.25,0.61,0.74
"04003",2011,0.24,0.54,0.76
"04003",2012,0.25,0.54,0.77
"04003",2013,0.26,0.55,0.77
"04003",2014,NA,0.54,0.79
"04005",2004,0.2,NA,NA
"04005",2005,0.21,NA,NA
"04005",2006,0.21,0.48,0.5
"04005",2007,0.22,0.48,0.5
"04005",2008,0.21,0.5,0.51
"04005",2009,0.25,0.52,0.52
"04005",2010,0.23,0.52,0.54
"04005",2011,0.24,0.47,0.58
"04005",2012,0.22,0.51,0.58
"04005",2013,0.23,0.54,0.61
"04005",2014,NA,0.54,0.61
"04007",2004,0.23,NA,NA
"04007",2005,0.24,NA,NA
"04007",2006,0.26,0.58,0.71
"04007",2007,0.27,0.58,0.71
"04007",2008,0.26,0.61,0.69
"04007",2009,0.26,0.6,0.73
"04007",2010,0.26,0.66,0.66
"04007",2011,0.27,0.63,0.7
"04007",2012,0.27,0.59,0.73
"04007",2013,0.28,0.56,0.73
"04007",2014,NA,0.56,0.73
"04009",2004,0.23,NA,NA
"04009",2005,0.23,NA,NA
"04009",2006,0.25,NA,NA
"04009",2007,0.29,NA,NA
"04009",2008,0.3,0.57,0.63
"04009",2009,0.33,0.56,0.6
"04009",2010,0.34,0.55,0.59
"04009",2011,0.35,0.45,0.64
"04009",2012,0.32,0.45,0.63
"04009",2013,0.33,0.51,0.76
"04009",2014,NA,0.5,0.73
"04011",2004,0.24,NA,NA
"04011",2005,0.23,NA,NA
"04011",2006,0.26,NA,NA
"04011",2007,0.32,NA,NA
"04011",2008,0.33,0.52,0.74
"04011",2009,0.36,0.48,0.78
"04011",2010,0.34,0.49,0.81
"04011",2011,0.35,0.53,0.73
"04011",2012,0.33,0.44,0.81
"04011",2013,0.35,0.4,0.82
"04011",2014,NA,0.34,0.73
"04012",2004,0.22,NA,NA
"04012",2005,0.2,NA,NA
"04012",2006,0.22,NA,NA
"04012",2007,0.28,NA,NA
"04012",2008,0.29,0.51,0.66
"04012",2009,0.3,0.53,0.65
"04012",2010,0.31,0.5,0.69
"04012",2011,0.32,0.5,0.67
"04012",2012,0.32,0.46,0.67
"04012",2013,0.32,0.46,0.68
"04012",2014,NA,0.45,0.67
"04013",2004,0.19,NA,NA
"04013",2005,0.2,NA,NA
"04013",2006,0.21,0.66,0.8
"04013",2007,0.23,0.66,0.8
"04013",2008,0.23,0.69,0.81
"04013",2009,0.24,0.7,0.81
"04013",2010,0.23,0.69,0.82
"04013",2011,0.23,0.66,0.83
"04013",2012,0.22,0.66,0.84
"04013",2013,0.25,0.66,0.84
"04013",2014,NA,0.66,0.84
"04015",2004,0.21,NA,NA
"04015",2005,0.23,NA,NA
"04015",2006,0.24,0.6,0.78
"04015",2007,0.26,0.6,0.78
"04015",2008,0.27,0.64,0.8
"04015",2009,0.27,0.64,0.82
"04015",2010,0.27,0.64,0.81
"04015",2011,0.27,0.61,0.81
"04015",2012,0.28,0.6,0.82
"04015",2013,0.3,0.61,0.83
"04015",2014,NA,0.61,0.82
"04017",2004,0.25,NA,NA
"04017",2005,0.27,NA,NA
"04017",2006,0.27,0.43,0.44
"04017",2007,0.26,0.43,0.44
"04017",2008,0.28,0.47,0.46
"04017",2009,0.32,0.47,0.45
"04017",2010,0.32,0.49,0.49
"04017",2011,0.31,0.49,0.54
"04017",2012,0.31,0.51,0.54
"04017",2013,0.31,0.48,0.55
"04017",2014,NA,0.46,0.6
"04019",2004,0.18,NA,NA
"04019",2005,0.19,NA,NA
"04019",2006,0.2,0.7,0.79
"04019",2007,0.21,0.7,0.79
"04019",2008,0.24,0.73,0.79
"04019",2009,0.26,0.74,0.81
"04019",2010,0.24,0.72,0.8
"04019",2011,0.22,0.69,0.81
"04019",2012,0.22,0.7,0.82
"04019",2013,0.24,0.68,0.82
"04019",2014,NA,0.69,0.83
"04021",2004,0.26,NA,NA
"04021",2005,0.27,NA,NA
"04021",2006,0.28,0.69,0.76
"04021",2007,0.28,0.69,0.76
"04021",2008,0.29,0.65,0.75
"04021",2009,0.3,0.67,0.78
"04021",2010,0.31,0.69,0.78
"04021",2011,0.3,0.66,0.79
"04021",2012,0.3,0.62,0.79
"04021",2013,0.32,0.65,0.79
"04021",2014,NA,0.64,0.78
"04023",2004,0.18,NA,NA
"04023",2005,0.18,NA,NA
"04023",2006,0.19,NA,NA
"04023",2007,0.22,NA,NA
"04023",2008,0.21,0.51,0.77
"04023",2009,0.22,0.56,0.83
"04023",2010,0.2,0.55,0.79
"04023",2011,0.21,0.52,0.78
"04023",2012,0.21,0.53,0.79
"04023",2013,0.23,0.53,0.82
"04023",2014,NA,0.58,0.8
"04025",2004,0.19,NA,NA
"04025",2005,0.18,NA,NA
"04025",2006,0.2,0.66,0.81
"04025",2007,0.18,0.66,0.81
"04025",2008,0.2,0.7,0.79
"04025",2009,0.22,0.7,0.81
"04025",2010,0.23,0.7,0.82
"04025",2011,0.26,0.68,0.81
"04025",2012,0.25,0.68,0.81
"04025",2013,0.25,0.66,0.81
"04025",2014,NA,0.66,0.83
"04027",2004,0.24,NA,NA
"04027",2005,0.24,NA,NA
"04027",2006,0.26,0.65,0.8
"04027",2007,0.26,0.65,0.8
"04027",2008,0.27,0.68,0.81
"04027",2009,0.29,0.67,0.82
"04027",2010,0.31,0.66,0.8
"04027",2011,0.31,0.64,0.83
"04027",2012,0.3,0.64,0.82
"04027",2013,0.31,0.63,0.82
"04027",2014,NA,0.62,0.81
"05000",2004,0.26,NA,NA
"05000",2005,0.27,NA,NA
"05000",2006,0.28,0.6,0.78
"05000",2007,0.29,0.6,0.78
"05000",2008,0.31,0.62,0.8
"05000",2009,0.33,0.62,0.81
"05000",2010,0.33,0.61,0.82
"05000",2011,0.33,0.58,0.82
"05000",2012,0.34,0.58,0.83
"05000",2013,0.34,0.58,0.83
"05000",2014,NA,0.58,0.84
"05001",2004,0.28,NA,NA
"05001",2005,0.29,NA,NA
"05001",2006,0.33,NA,NA
"05001",2007,0.33,NA,NA
"05001",2008,0.35,0.53,0.8
"05001",2009,0.36,0.52,0.8
"05001",2010,0.35,0.52,0.9
"05001",2011,0.35,0.48,0.83
"05001",2012,0.34,0.45,0.79
"05001",2013,0.34,0.48,0.82
"05001",2014,NA,0.48,0.82
"05003",2004,0.28,NA,NA
"05003",2005,0.31,NA,NA
"05003",2006,0.32,NA,NA
"05003",2007,0.35,NA,NA
"05003",2008,0.36,0.56,0.8
"05003",2009,0.39,0.54,0.81
"05003",2010,0.38,0.54,0.83
"05003",2011,0.36,0.54,0.82
"05003",2012,0.4,0.56,0.81
"05003",2013,0.42,0.6,0.83
"05003",2014,NA,0.59,0.85
"05005",2004,0.26,NA,NA
"05005",2005,0.26,NA,NA
"05005",2006,0.26,0.71,0.79
"05005",2007,0.26,0.71,0.79
"05005",2008,0.27,0.71,0.86
"05005",2009,0.28,0.71,0.85
"05005",2010,0.29,0.7,0.86
"05005",2011,0.29,0.69,0.88
"05005",2012,0.29,0.69,0.87
"05005",2013,0.32,0.71,0.86
"05005",2014,NA,0.7,0.9
"05007",2004,0.24,NA,NA
"05007",2005,0.24,NA,NA
"05007",2006,0.26,0.61,0.8
"05007",2007,0.27,0.61,0.8
"05007",2008,0.28,0.68,0.79
"05007",2009,0.28,0.69,0.8
"05007",2010,0.28,0.66,0.81
"05007",2011,0.27,0.63,0.82
"05007",2012,0.28,0.62,0.85
"05007",2013,0.3,0.62,0.85
"05007",2014,NA,0.64,0.86
"05009",2004,0.25,NA,NA
"05009",2005,0.26,NA,NA
"05009",2006,0.28,NA,0.78
"05009",2007,0.28,NA,0.78
"05009",2008,0.28,0.57,0.84
"05009",2009,0.29,0.59,0.84
"05009",2010,0.27,0.56,0.82
"05009",2011,0.26,0.54,0.84
"05009",2012,0.29,0.57,0.82
"05009",2013,0.34,0.6,0.84
"05009",2014,NA,0.6,0.85
"05011",2004,0.28,NA,NA
"05011",2005,0.28,NA,NA
"05011",2006,0.31,NA,NA
"05011",2007,0.31,NA,NA
"05011",2008,0.32,0.56,0.65
"05011",2009,0.32,0.57,0.73
"05011",2010,0.34,0.61,0.77
"05011",2011,0.35,0.6,0.82
"05011",2012,0.37,0.61,0.83
"05011",2013,0.39,0.56,0.77
"05011",2014,NA,0.54,0.78
"05013",2004,0.27,NA,NA
"05013",2005,0.28,NA,NA
"05013",2006,0.3,NA,NA
"05013",2007,0.31,NA,NA
"05013",2008,0.32,0.6,0.75
"05013",2009,0.34,0.56,0.8
"05013",2010,0.34,0.52,0.78
"05013",2011,0.35,0.53,0.82
"05013",2012,0.35,0.48,0.88
"05013",2013,0.34,0.45,0.82
"05013",2014,NA,0.58,0.82
"05015",2004,0.25,NA,NA
"05015",2005,0.25,NA,NA
"05015",2006,0.26,NA,NA
"05015",2007,0.25,NA,NA
"05015",2008,0.26,0.66,0.83
"05015",2009,0.26,0.62,0.85
"05015",2010,0.29,0.59,0.86
"05015",2011,0.34,0.57,0.84
"05015",2012,0.36,0.57,0.84
"05015",2013,0.36,0.59,0.84
"05015",2014,NA,0.58,0.87
"05017",2004,0.31,NA,NA
"05017",2005,0.32,NA,NA
"05017",2006,0.34,NA,NA
"05017",2007,0.35,NA,NA
"05017",2008,0.36,0.57,0.87
"05017",2009,0.38,0.5,0.86
"05017",2010,0.37,0.49,0.84
"05017",2011,0.39,0.44,0.8
"05017",2012,0.39,0.52,0.77
"05017",2013,0.43,0.53,0.88
"05017",2014,NA,0.6,0.83
"05019",2004,0.26,NA,NA
"05019",2005,0.29,NA,NA
"05019",2006,0.3,NA,NA
"05019",2007,0.32,NA,NA
"05019",2008,0.31,0.64,0.83
"05019",2009,0.34,0.64,0.84
"05019",2010,0.33,0.66,0.85
"05019",2011,0.33,0.58,0.85
"05019",2012,0.32,0.58,0.82
"05019",2013,0.34,0.6,0.85
"05019",2014,NA,0.61,0.84
"05021",2004,0.26,NA,NA
"05021",2005,0.27,NA,NA
"05021",2006,0.3,NA,NA
"05021",2007,0.3,NA,NA
"05021",2008,0.31,0.69,0.83
"05021",2009,0.32,0.62,0.83
"05021",2010,0.32,0.61,0.86
"05021",2011,0.32,0.5,0.84
"05021",2012,0.33,0.51,0.86
"05021",2013,0.34,0.51,0.84
"05021",2014,NA,0.49,0.83
"05023",2004,0.25,NA,NA
"05023",2005,0.26,NA,NA
"05023",2006,0.28,0.64,0.83
"05023",2007,0.28,0.64,0.83
"05023",2008,0.28,0.7,0.86
"05023",2009,0.27,0.7,0.85
"05023",2010,0.29,0.69,0.87
"05023",2011,0.28,0.63,0.86
"05023",2012,0.31,0.62,0.86
"05023",2013,0.32,0.58,0.86
"05023",2014,NA,0.58,0.87
"05025",2004,0.28,NA,NA
"05025",2005,0.3,NA,NA
"05025",2006,0.33,NA,NA
"05025",2007,0.32,NA,NA
"05025",2008,0.32,0.65,0.76
"05025",2009,0.33,0.59,0.84
"05025",2010,0.35,0.68,0.86
"05025",2011,0.35,0.72,0.89
"05025",2012,0.37,0.66,0.9
"05025",2013,0.36,0.69,0.88
"05025",2014,NA,0.61,0.87
"05027",2004,0.28,NA,NA
"05027",2005,0.28,NA,NA
"05027",2006,0.3,NA,NA
"05027",2007,0.31,NA,NA
"05027",2008,0.32,0.62,0.81
"05027",2009,0.32,0.62,0.83
"05027",2010,0.34,0.59,0.81
"05027",2011,0.37,0.54,0.85
"05027",2012,0.38,0.51,0.87
"05027",2013,0.36,0.51,0.81
"05027",2014,NA,0.56,0.86
"05029",2004,0.28,NA,NA
"05029",2005,0.28,NA,NA
"05029",2006,0.3,NA,NA
"05029",2007,0.29,NA,NA
"05029",2008,0.3,0.65,0.84
"05029",2009,0.33,0.64,0.81
"05029",2010,0.36,0.63,0.84
"05029",2011,0.4,0.51,0.82
"05029",2012,0.39,0.53,0.85
"05029",2013,0.4,0.57,0.84
"05029",2014,NA,0.58,0.88
"05031",2004,0.28,NA,NA
"05031",2005,0.3,NA,NA
"05031",2006,0.31,0.59,0.79
"05031",2007,0.29,0.59,0.79
"05031",2008,0.32,0.64,0.8
"05031",2009,0.33,0.67,0.84
"05031",2010,0.34,0.62,0.85
"05031",2011,0.34,0.6,0.84
"05031",2012,0.36,0.62,0.83
"05031",2013,0.36,0.63,0.84
"05031",2014,NA,0.67,0.83
"05033",2004,0.25,NA,NA
"05033",2005,0.26,NA,NA
"05033",2006,0.28,0.56,0.78
"05033",2007,0.29,0.56,0.78
"05033",2008,0.3,0.65,0.79
"05033",2009,0.33,0.67,0.82
"05033",2010,0.36,0.68,0.85
"05033",2011,0.38,0.63,0.81
"05033",2012,0.36,0.57,0.83
"05033",2013,0.35,0.57,0.83
"05033",2014,NA,0.58,0.85
"05035",2004,0.3,NA,NA
"05035",2005,0.32,NA,NA
"05035",2006,0.32,NA,0.79
"05035",2007,0.34,NA,0.79
"05035",2008,0.36,0.58,0.81
"05035",2009,0.38,0.54,0.82
"05035",2010,0.38,0.59,0.83
"05035",2011,0.38,0.58,0.83
"05035",2012,0.38,0.58,0.84
"05035",2013,0.39,0.59,0.85
"05035",2014,NA,0.56,0.88
"05037",2004,0.3,NA,NA
"05037",2005,0.3,NA,NA
"05037",2006,0.31,NA,NA
"05037",2007,0.31,NA,NA
"05037",2008,0.31,0.48,0.74
"05037",2009,0.34,0.5,0.72
"05037",2010,0.37,0.49,0.74
"05037",2011,0.38,0.46,0.73
"05037",2012,0.38,0.47,0.71
"05037",2013,0.38,0.51,0.75
"05037",2014,NA,0.47,0.75
"05039",2004,0.3,NA,NA
"05039",2005,0.3,NA,NA
"05039",2006,0.33,NA,NA
"05039",2007,0.33,NA,NA
"05039",2008,0.34,0.58,0.78
"05039",2009,0.34,0.59,0.79
"05039",2010,0.33,0.55,0.82
"05039",2011,0.33,0.62,0.8
"05039",2012,0.36,0.57,0.77
"05039",2013,0.36,0.57,0.82
"05039",2014,NA,0.51,0.88
"05041",2004,0.3,NA,NA
"05041",2005,0.29,NA,NA
"05041",2006,0.32,NA,NA
"05041",2007,0.34,NA,NA
"05041",2008,0.36,0.51,0.8
"05041",2009,0.38,0.5,0.76
"05041",2010,0.37,0.49,0.8
"05041",2011,0.37,0.42,0.8
"05041",2012,0.39,0.46,0.8
"05041",2013,0.4,0.44,0.78
"05041",2014,NA,0.47,0.78
"05043",2004,0.29,NA,NA
"05043",2005,0.29,NA,NA
"05043",2006,0.3,NA,NA
"05043",2007,0.3,NA,NA
"05043",2008,0.32,0.6,0.78
"05043",2009,0.36,0.59,0.8
"05043",2010,0.32,0.59,0.84
"05043",2011,0.32,0.57,0.84
"05043",2012,0.31,0.54,0.77
"05043",2013,0.34,0.49,0.81
"05043",2014,NA,0.51,0.83
"05045",2004,0.26,NA,NA
"05045",2005,0.27,NA,NA
"05045",2006,0.28,0.69,0.88
"05045",2007,0.29,0.69,0.88
"05045",2008,0.29,0.64,0.84
"05045",2009,0.33,0.63,0.85
"05045",2010,0.29,0.63,0.86
"05045",2011,0.3,0.62,0.87
"05045",2012,0.29,0.58,0.86
"05045",2013,0.33,0.59,0.85
"05045",2014,NA,0.6,0.87
"05047",2004,0.25,NA,NA
"05047",2005,0.27,NA,NA
"05047",2006,0.29,NA,NA
"05047",2007,0.32,NA,NA
"05047",2008,0.33,0.56,0.82
"05047",2009,0.34,0.63,0.82
"05047",2010,0.34,0.62,0.85
"05047",2011,0.35,0.55,0.82
"05047",2012,0.37,0.58,0.83
"05047",2013,0.37,0.65,0.85
"05047",2014,NA,0.58,0.89
"05049",2004,0.25,NA,NA
"05049",2005,0.26,NA,NA
"05049",2006,0.28,NA,NA
"05049",2007,0.29,NA,NA
"05049",2008,0.29,0.68,0.85
"05049",2009,0.31,0.65,0.83
"05049",2010,0.31,0.56,0.84
"05049",2011,0.32,0.55,0.81
"05049",2012,0.32,0.49,0.81
"05049",2013,0.33,0.62,0.83
"05049",2014,NA,0.59,0.83
"05051",2004,0.24,NA,NA
"05051",2005,0.26,NA,NA
"05051",2006,0.27,0.71,0.86
"05051",2007,0.27,0.71,0.86
"05051",2008,0.27,0.7,0.86
"05051",2009,0.28,0.68,0.88
"05051",2010,0.28,0.61,0.85
"05051",2011,0.31,0.6,0.86
"05051",2012,0.31,0.6,0.87
"05051",2013,0.32,0.58,0.88
"05051",2014,NA,0.58,0.87
"05053",2004,0.29,NA,NA
"05053",2005,0.29,NA,NA
"05053",2006,0.3,NA,NA
"05053",2007,0.31,NA,NA
"05053",2008,0.32,0.6,0.83
"05053",2009,0.36,0.55,0.85
"05053",2010,0.36,0.61,0.86
"05053",2011,0.36,0.55,0.85
"05053",2012,0.37,0.52,0.88
"05053",2013,0.38,0.51,0.86
