"fips","manufacturing","total_persons","year"
"37039",20439,59900,1990
"37041",9745,42419,1990
"37043",6156,20732,1990
"37045",133822,312813,1990
"37047",43680,148336,1990
"37049",41119,236188,1990
"37051",156870,1010032,1990
"37053",5005,44499,1990
"37055",4112,91913,1990
"37057",261787,595670,1990
"37059",42685,119043,1990
"37061",43097,138470,1990
"37063",145141,1085333,1990
"37065",74306,220233,1990
"37067",300330,1439192,1990
"37069",42195,142319,1990
"37071",356895,921766,1990
"37073",9936,31319,1990
"37075",5201,20197,1990
"37077",38700,133018,1990
"37079",14419,49841,1990
"37081",478956,2078820,1990
"37083",51577,166820,1990
"37085",60385,231688,1990
"37087",38917,152521,1990
"37089",63838,228998,1990
"37091",22842,79400,1990
"37093",29259,71058,1990
"37095",1267,15120,1990
"37097",132594,356274,1990
"37099",10897,90266,1990
"37101",13934,54224,1990
"37103",912,4659,1990
"37105",9186,26478,1990
"37107",9946,37929,1990
"37109",21331,57607,1990
"37111",9971,20237,1990
"37113",1810,11650,1990
"37115",2260,8902,1990
"37117",4767,14943,1990
"37119",220511,1528343,1990
"37121",2775,7196,1990
"37123",7256,14484,1990
"37125",8632,35920,1990
"37127",29611,108159,1990
"37129",49503,318676,1990
"37131",3458,11420,1990
"37133",11407,159418,1990
"37135",18142,209608,1990
"37137",974,6183,1990
"37139",2286,17699,1990
"37141",3139,14380,1990
"37143",949,5100,1990
"37145",6634,18991,1990
"37147",29395,163606,1990
"37149",2275,7628,1990
"37151",71749,162341,1990
"37153",11419,30449,1990
"37155",25822,72822,1990
"37157",24287,57854,1990
"37159",54877,159371,1990
"37161",16689,35328,1990
"37163",11184,38607,1990
"37165",8254,20399,1990
"37167",14994,36631,1990
"37169",15477,40811,1990
"37171",15515,39923,1990
"37173",1327,6039,1990
"37175",3751,13074,1990
"37177",202,1816,1990
"37179",29115,111235,1990
"37181",8519,25783,1990
"37183",161504,1161751,1990
"37185",3016,8217,1990
"37187",2619,7695,1990
"37189",2295,24705,1990
"37191",34151,153040,1990
"37193",13321,39462,1990
"37195",13343,49674,1990
"37197",12364,33542,1990
"37199",2655,7114,1990
"37NA",2290734,9876145,1990
"37001",90677,258366,1990
"37003",17086,33310,1990
"37005",1614,5320,1990
"37007",5803,13607,1990
"37009",4226,11428,1990
"37011",1321,7592,1990
"37013",7809,26550,1990
"37015",6827,18569,1990
"37017",5105,15268,1990
"37019",4459,32130,1990
"37021",74958,353728,1990
"37023",46723,101399,1990
"37025",63020,215971,1990
"37027",25760,54293,1990
"37029",482,2663,1990
"37031",3097,33170,1990
"37033",4467,10334,1990
"37035",118268,280267,1990
"37037",6968,24546,1990
"37039",3333,9998,1990
"37041",1909,8003,1990
"37043",906,3068,1990
"37045",24424,57537,1990
"37047",7572,26248,1990
"37049",7945,48358,1990
"37051",64746,432808,1990
"37053",715,6357,1990
"37055",860,18719,1990
"37057",83023,185606,1990
"37059",11239,31305,1990
"37061",8849,28664,1990
"37063",66583,505385,1990
"37065",20804,62451,1990
"37067",126876,621368,1990
"37069",10977,37313,1990
"37071",149559,386086,1990
"37073",2502,7931,1990
"37075",845,3259,1990
"37077",6936,24340,1990
"37079",2305,7883,1990
"37081",218280,948222,1990
"37083",10675,35096,1990
"37085",13555,53914,1990
"37087",6997,27943,1990
"37089",12778,45290,1990
"37091",6252,22286,1990
"37093",6903,16356,1990
"37095",181,2160,1990
"37097",23478,62832,1990
"37099",1855,16190,1990
"37101",76940,303872,1990
"37103",5826,29313,1990
"37105",49644,144018,1990
"37107",50050,195351,1990
"37109",79855,214495,1990
"37111",61085,123833,1990
"37113",11608,72112,1990
"37115",14356,54418,1990
"37117",26391,81417,1990
"37119",466721,3215549,1990
"37121",17403,44714,1990
"37123",41024,81714,1990
"37125",51430,193972,1990
"37127",94309,339351,1990
"37129",106437,679750,1990
"37131",18764,59834,1990
"37133",30013,391462,1990
"37135",51484,513634,1990
"37137",5504,34491,1990
"37139",12354,93737,1990
"37141",20791,91588,1990
"37143",5815,30420,1990
"37145",38350,112447,1990
"37147",96787,484558,1990
"37149",14545,46694,1990
"37151",233551,519119,1990
"37153",58915,152699,1990
"37155",121894,339294,1990
"37157",130553,313496,1990
"37159",164629,487751,1990
"37161",96387,200814,1990
"37163",49320,169341,1990
"37165",44686,109061,1990
"37167",78642,194191,1990
"37169",59187,155201,1990
"37171",88385,227201,1990
"37173",7087,32739,1990
"37175",23065,78084,1990
"37177",1174,11008,1990
"37179",99129,373345,1990
"37181",44717,134887,1990
"37183",373892,2605903,1990
"37185",17854,48837,1990
"37187",14499,42111,1990
"37189",13611,133893,1990
"37191",96137,420424,1990
"37193",75439,218982,1990
"37195",63353,236832,1990
"37197",46420,125348,1990
"37199",17583,46396,1990
"38NA",61179,932805,1990
"38001",393,11388,1990
"38003",2350,41024,1990
"38005",2465,18402,1990
"38007",28,3362,1990
"38009",368,23843,1990
"38011",502,13561,1990
"38013",167,8885,1990
"38015",18155,353684,1990
"38017",48552,630907,1990
"38019",816,17746,1990
"38021",960,20843,1990
"38023",77,8429,1990
"38025",425,13046,1990
"38027",314,9072,1990
"38029",378,13631,1990
"38031",506,13421,1990
"38033",96,7385,1990
"38035",21719,356122,1990
"38037",62,11089,1990
"38039",688,10416,1990
"38041",325,10785,1990
"38043",126,10218,1990
"38045",696,16171,1990
"38047",108,8956,1990
"38049",644,18248,1990
"38051",620,13332,1990
"38053",721,19900,1990
"38055",815,32010,1990
"38057",2741,33274,1990
"38059",9815,121400,1990
"38061",1150,22021,1990
"38063",592,12483,1990
"38065",396,7875,1990
"38067",2510,30448,1990
"38069",735,15931,1990
"38071",2486,43857,1990
"38073",2274,18659,1990
"38075",173,9560,1990
"38077",8539,60124,1990
"38079",3660,29409,1990
"38081",3882,15493,1990
"38083",200,5334,1990
"38085",117,8437,1990
"38087",16,3055,1990
"38089",4801,82069,1990
"38091",412,7282,1990
"38093",7859,79998,1990
"38095",1125,10936,1990
"38097",2102,26675,1990
"38099",2140,46300,1990
"38101",8031,184058,1990
"38103",315,17677,1990
"38105",2435,72820,1990
"39NA",4317425,20025059,1990
"39001",14014,64004,1990
"39003",116542,468906,1990
"39005",55601,166154,1990
"39007",88050,308581,1990
"39009",16771,178845,1990
"39011",64732,182444,1990
"39013",39304,255058,1990
"39015",31399,109848,1990
"39017",370315,1475560,1990
"39019",29715,89921,1990
"39021",47942,128840,1990
"39023",163224,670705,1990
"39025",167365,699552,1990
"39027",31111,123116,1990
"39029",96132,331944,1990
"39031",36985,110417,1990
"39033",57236,158661,1990
"39035",1526225,7538334,1990
"39037",62950,184913,1990
"39039",55142,139932,1990
"39041",57098,299973,1990
"39043",80780,281277,1990
"39045",88367,420971,1990
"39047",25253,89638,1990
"39049",707685,5844546,1990
"39051",53069,157668,1990
"39053",11115,83212,1990
"39055",87053,339184,1990
"39057",115625,660647,1990
"39059",5400,22199,1990
"39061",418097,2289228,1990
"39063",15870,53260,1990
"39065",6749,20835,1990
"39067",1369,8306,1990
"39069",7472,20395,1990
"39071",5818,20123,1990
"39073",3804,13414,1990
"39075",4540,15900,1990
"39077",14368,39718,1990
"39079",3580,15446,1990
"39081",29319,118597,1990
"39083",6958,30445,1990
"39085",170727,580323,1990
"39087",16879,86439,1990
"39089",44161,227182,1990
"39091",9743,28487,1990
"39093",178396,629338,1990
"39095",220102,1132641,1990
"39097",8174,41118,1990
"39099",108919,543595,1990
"39101",11956,43257,1990
"39103",57068,224940,1990
"39105",937,9748,1990
"39107",10124,27679,1990
"39109",41693,123685,1990
"39111",1715,7096,1990
"39113",308841,1449860,1990
"39115",1662,6350,1990
"39117",4620,15168,1990
"39119",12480,50348,1990
"39121",1203,5334,1990
"39123",6338,25220,1990
"39125",5128,12344,1990
"39127",4804,17519,1990
"39129",11920,47922,1990
"39131",2396,10223,1990
"39133",64378,258800,1990
"39135",8013,25509,1990
"39137",8036,22619,1990
"39139",71102,233441,1990
"39141",9820,37232,1990
"39143",15734,44470,1990
"39145",5767,38721,1990
"39147",13171,40429,1990
"39149",15254,33295,1990
"39151",184576,703047,1990
"39153",296705,1298401,1990
"39155",133928,431967,1990
"39157",15891,56707,1990
"39159",11295,36516,1990
"39161",8231,22734,1990
"39163",1330,4869,1990
"39165",60713,223636,1990
"39167",15553,75698,1990
"39169",22174,75109,1990
"39171",12941,27809,1990
"39173",40455,198828,1990
"39175",5731,15984,1990
"39NA",4317425,20025059,1990
"39001",2572,11810,1990
"39003",45880,189396,1990
"39005",11381,33782,1990
"39007",18390,63889,1990
"39009",3337,36813,1990
"39011",20254,57164,1990
"39013",14734,93184,1990
"39015",5521,19596,1990
"39017",164833,651664,1990
"39019",8049,24593,1990
"39021",9464,25178,1990
"39023",67986,280375,1990
"39025",61963,261618,1990
"39027",6493,25508,1990
"39029",19218,65658,1990
"39031",7147,21473,1990
"39033",12278,33975,1990
"39035",761807,3761262,1990
"39037",12400,36215,1990
"39039",11138,28416,1990
"39041",18410,96561,1990
"39043",19526,68889,1990
"39045",27083,129089,1990
"39047",5231,18202,1990
"39049",344991,2865402,1990
"39051",15593,45960,1990
"39053",1833,14056,1990
"39055",25535,100294,1990
"39057",48713,283667,1990
"39059",27678,115901,1990
"39061",867809,4731072,1990
"39063",72504,243310,1990
"39065",32189,99645,1990
"39067",7231,42668,1990
"39069",36584,101065,1990
"39071",30388,107069,1990
"39073",20892,75382,1990
"39075",28096,97758,1990
"39077",68524,191068,1990
"39079",18550,77894,1990
"39081",73539,295765,1990
"39083",36022,157153,1990
"39085",363015,1236009,1990
"39087",43255,220017,1990
"39089",114223,585346,1990
"39091",48191,142001,1990
"39093",386434,1363336,1990
"39095",460210,2361981,1990
"39097",27734,140250,1990
"39099",242215,1182193,1990
"39101",57862,207201,1990
"39103",147422,587586,1990
"39105",5359,55810,1990
"39107",49526,137257,1990
"39109",132917,393643,1990
"39111",9875,39580,1990
"39113",655191,3045560,1990
"39115",9582,36566,1990
"39117",4620,15168,1990
"39119",12480,50348,1990
"39121",1203,5334,1990
"39123",6338,25220,1990
"39125",5128,12344,1990
"39127",4804,17519,1990
"39129",11920,47922,1990
"39131",2396,10223,1990
"39133",64378,258800,1990
"39135",8013,25509,1990
"39137",8036,22619,1990
"39139",71102,233441,1990
"39141",9820,37232,1990
"39143",15734,44470,1990
"39145",5767,38721,1990
"39147",13171,40429,1990
"39149",15254,33295,1990
"39151",184576,703047,1990
"39153",296705,1298401,1990
"39155",133928,431967,1990
"39157",15891,56707,1990
"39159",11295,36516,1990
"39161",8231,22734,1990
"39163",1330,4869,1990
"39165",60713,223636,1990
"39167",15553,75698,1990
"39169",22174,75109,1990
"39171",12941,27809,1990
"39173",40455,198828,1990
"39175",5731,15984,1990
"39NA",4317425,20025059,1990
"39001",2572,11810,1990
"39003",45880,189396,1990
"39005",11381,33782,1990
"39007",18390,63889,1990
"39009",3337,36813,1990
"39011",20254,57164,1990
"39013",14734,93184,1990
"39015",5521,19596,1990
"39017",164833,651664,1990
"39019",8049,24593,1990
"39021",9464,25178,1990
"39023",67986,280375,1990
"39025",61963,261618,1990
"39027",6493,25508,1990
"39029",19218,65658,1990
"39031",7147,21473,1990
"39033",12278,33975,1990
"39035",761807,3761262,1990
"39037",12400,36215,1990
"39039",11138,28416,1990
"39041",18410,96561,1990
"39043",19526,68889,1990
"39045",27083,129089,1990
"39047",5231,18202,1990
"39049",344991,2865402,1990
"39051",15593,45960,1990
"39053",1833,14056,1990
"39055",25535,100294,1990
"39057",48713,283667,1990
"39059",5400,22199,1990
"39061",418097,2289228,1990
"39063",15870,53260,1990
"39065",6749,20835,1990
"39067",1369,8306,1990
"39069",7472,20395,1990
"39071",5818,20123,1990
"39073",3804,13414,1990
"39075",4540,15900,1990
"39077",14368,39718,1990
"39079",3580,15446,1990
"39081",29319,118597,1990
"39083",6958,30445,1990
"39085",170727,580323,1990
"39087",16879,86439,1990
"39089",44161,227182,1990
"39091",9743,28487,1990
"39093",178396,629338,1990
"39095",220102,1132641,1990
"39097",8174,41118,1990
"39099",108919,543595,1990
"39101",11956,43257,1990
"39103",57068,224940,1990
"39105",937,9748,1990
"39107",10124,27679,1990
"39109",41693,123685,1990
"39111",1715,7096,1990
"39113",308841,1449860,1990
"39115",1662,6350,1990
"39117",27408,90384,1990
"39119",64074,259712,1990
"39121",6981,31080,1990
"39123",33884,134864,1990
"39125",27130,65960,1990
"39127",24202,90593,1990
"39129",40726,166644,1990
"39131",14006,58337,1990
"39133",178035,672614,1990
"39135",41865,133317,1990
"39137",40628,116507,1990
"39139",176666,570683,1990
"39141",52240,193712,1990
"39143",74474,211612,1990
"39145",29089,190641,1990
"39147",63739,197707,1990
"39149",72980,162139,1990
"39151",449176,1689759,1990
"39153",622793,2718223,1990
"39155",325166,1024815,1990
"39157",76161,271759,1990
"39159",39435,127290,1990
"39161",39149,109074,1990
"39163",7762,27789,1990
"39165",149843,553834,1990
"39167",50197,239204,1990
"39169",107806,362281,1990
"39171",62195,136499,1990
"39173",109215,533124,1990
"39175",27337,78210,1990
"40NA",932147,6649683,1990
"40001",17474,57722,1990
"40003",486,20252,1990
"40005",4718,35998,1990
"40007",836,20977,1990
"40009",3235,66306,1990
"40011",5542,40731,1990
"40013",18546,107287,1990
"40015",9310,88680,1990
"40017",63743,425797,1990
"40019",22627,153968,1990
"40021",11122,110312,1990
"40023",6642,42936,1990
"40025",144,11899,1990
"40027",125264,1022126,1990
"40029",2857,17785,1990
"40031",43667,461078,1990
"40033",2682,21196,1990
"40035",6654,49408,1990
"40037",52128,252386,1990
"40039",14129,109029,1990
"40041",19001,87742,1990
"40043",1056,18544,1990
"40045",632,15931,1990
"40047",17202,217020,1990
"40049",10766,88063,1990
"40051",24986,149806,1990
"40053",1412,18157,1990
"40055",1967,19494,1990
"40057",1239,10983,1990
"40059",421,14405,1990
"40061",3465,30611,1990
"40063",4781,38331,1990
"40065",5257,84446,1990
"40067",2793,22727,1990
"40069",4682,29891,1990
"40071",42803,177546,1990
"40073",2671,51032,1990
"40075",4684,37903,1990
"40077",3195,28846,1990
"40079",32483,142532,1990
"40081",14978,95473,1990
"40083",10147,106055,1990
"40085",7409,27173,1990
"40087",12086,98178,1990
"40089",25440,101318,1990
"40091",5451,48839,1990
"40093",1930,25585,1990
"40095",7730,33879,1990
"40097",27251,111195,1990
"40099",4601,40570,1990
"40101",43413,229312,1990
"40103",8824,37908,1990
"40105",5206,34325,1990
"40107",4307,32087,1990
"40109",366353,3359978,1990
"40111",19699,115602,1990
"40113",29969,173176,1990
"40115",19883,93897,1990
"40117",8988,55931,1990
"40119",26029,223668,1990
"40121",18884,129192,1990
"40123",19096,121762,1990
"40125",36996,228476,1990
"40127",2844,31261,1990
"40129",552,15140,1990
"40131",50333,243465,1990
"40133",13651,77251,1990
"40135",30929,128766,1990
"40137",17583,144710,1990
"40139",3574,60317,1990
"40141",5717,33852,1990
"40143",469060,3101551,1990
"40145",44893,219926,1990
"40147",30051,186879,1990
"40149",3907,40561,1990
"40151",1335,31640,1990
"40153",4266,64902,1990
"42NA",3971229,21797902,1990
"42001",91088,333007,1990
"42003",858605,7097912,1990
"42005",47185,210954,1990
"42007",126535,785254,1990
"42009",31507,143581,1990
"42011",465921,1659437,1990
"42013",100468,558198,1990
"42015",50785,191753,1990
"42017",597666,2891462,1990
"42019",104380,512592,1990
"42021",90412,590660,1990
"42023",7952,17217,1990
"42025",61235,209266,1990
"42027",69880,569423,1990
"42029",380676,1942939,1990
"42031",20726,118987,1990
"42033",44511,228824,1990
"42035",32370,114867,1990
"42037",69746,245637,1990
"42039",71635,264254,1990
"42041",132925,981247,1990
"42043",168820,1277192,1990
"42045",215894,1405660,1990
"42047",10028,21533,1990
"42049",139731,524438,1990
"42051",21507,127608,1990
"42053",386,2084,1990
"42055",19944,80578,1990
"42057",1639,6586,1990
"42059",1385,17039,1990
"42061",5308,23333,1990
"42063",5994,46880,1990
"42065",6066,26291,1990
"42067",2987,10866,1990
"42069",112088,510479,1990
"42071",203225,759041,1990
"42073",14482,67593,1990
"42075",41861,157085,1990
"42077",163762,685838,1990
"42079",135025,634178,1990
"42081",56853,200025,1990
"42083",8561,27619,1990
"42085",42933,180720,1990
"42087",9452,28197,1990
"42089",16119,101613,1990
"42091",354337,1728998,1990
"42093",2131,12022,1990
"42095",132260,505334,1990
"42097",18062,66139,1990
"42099",7495,47740,1990
"42101",530796,3909726,1990
"42103",1781,13864,1990
"42105",2564,9469,1990
"42107",34209,102991,1990
"42109",6740,22726,1990
"42111",15931,81746,1990
"42113",819,2909,1990
"42115",5653,22017,1990
"42117",5370,22504,1990
"42119",5274,20923,1990
"42121",8493,37235,1990
"42123",7872,28629,1990
"42125",58796,331522,1990
"42127",3391,21219,1990
"42129",120380,611306,1990
"42131",7492,27596,1990
"42133",189814,652067,1990
"42NA",3971229,21797902,1990
"42001",25430,92671,1990
"42003",415493,3468374,1990
"42005",8665,39210,1990
"42007",52471,329848,1990
"42009",5107,23503,1990
"42011",182673,661685,1990
"42013",39112,228066,1990
"42015",8875,34397,1990
"42017",244500,1188446,1990
"42019",20200,99930,1990
"42021",34402,228416,1990
"42023",1514,3309,1990
"42025",18665,63526,1990
"42027",23530,222569,1990
"42029",146118,751453,1990
"42031",3482,21211,1990
"42033",8355,44162,1990
"42035",6210,22815,1990
"42037",20516,72345,1990
"42039",12769,49250,1990
"42041",46555,371107,1990
"42043",69256,555710,1990
"42045",458552,3002104,1990
"42047",52700,111299,1990
"42049",344055,1260248,1990
"42051",71943,422934,1990
"42053",2462,12896,1990
"42055",108384,437890,1990
"42057",10945,43348,1990
"42059",8303,98075,1990
"42061",29752,128225,1990
"42063",34068,258212,1990
"42065",31866,136211,1990
"42067",18839,68046,1990
"42069",239774,1094921,1990
"42071",544043,2050793,1990
"42073",61792,294417,1990
"42075",133301,497381,1990
"42077",372520,1551338,1990
"42079",324247,1492454,1990
"42081",150975,515421,1990
"42083",44723,143521,1990
"42085",114669,480882,1990
"42087",49610,147183,1990
"42089",59199,371739,1990
"42091",796045,3880376,1990
"42093",11431,61510,1990
"42095",324188,1213106,1990
"42097",86480,315643,1990
"42099",26557,168196,1990
"42101",530796,3909726,1990
"42103",1781,13864,1990
"42105",2564,9469,1990
"42107",34209,102991,1990
"42109",6740,22726,1990
"42111",15931,81746,1990
"42113",819,2909,1990
"42115",5653,22017,1990
"42117",5370,22504,1990
"42119",5274,20923,1990
"42121",8493,37235,1990
"42123",7872,28629,1990
"42125",58796,331522,1990
"42127",3391,21219,1990
"42129",120380,611306,1990
"42131",7492,27596,1990
"42133",189814,652067,1990
"42NA",3971229,21797902,1990
"42001",25430,92671,1990
"42003",415493,3468374,1990
"42005",8665,39210,1990
"42007",52471,329848,1990
"42009",5107,23503,1990
"42011",182673,661685,1990
"42013",39112,228066,1990
"42015",8875,34397,1990
"42017",244500,1188446,1990
"42019",20200,99930,1990
"42021",34402,228416,1990
"42023",1514,3309,1990
"42025",18665,63526,1990
"42027",23530,222569,1990
"42029",146118,751453,1990
"42031",3482,21211,1990
"42033",8355,44162,1990
"42035",6210,22815,1990
"42037",20516,72345,1990
"42039",12769,49250,1990
"42041",46555,371107,1990
"42043",69256,555710,1990
"42045",215894,1405660,1990
"42047",10028,21533,1990
"42049",139731,524438,1990
"42051",21507,127608,1990
"42053",386,2084,1990
"42055",19944,80578,1990
"42057",1639,6586,1990
"42059",1385,17039,1990
"42061",5308,23333,1990
"42063",5994,46880,1990
"42065",6066,26291,1990
"42067",2987,10866,1990
"42069",112088,510479,1990
"42071",203225,759041,1990
"42073",14482,67593,1990
"42075",41861,157085,1990
"42077",163762,685838,1990
"42079",135025,634178,1990
"42081",56853,200025,1990
"42083",8561,27619,1990
"42085",42933,180720,1990
"42087",9452,28197,1990
"42089",16119,101613,1990
"42091",354337,1728998,1990
"42093",2131,12022,1990
"42095",132260,505334,1990
"42097",18062,66139,1990
"42099",7495,47740,1990
"42101",1061592,7819452,1990
"42103",11453,89032,1990
"42105",13628,50137,1990
"42107",163293,490363,1990
"42109",38384,125344,1990
"42111",53671,271310,1990
"42113",5007,17165,1990
"42115",31945,126681,1990
"42117",30570,125632,1990
"42119",30444,114703,1990
"42121",42501,180383,1990
"42123",42480,150003,1990
"42125",150122,833572,1990
"42127",20539,126141,1990
"42129",311756,1562726,1990
"42131",28618,103970,1990
"42133",499654,1713515,1990
"45NA",982048,4382919,1990
"45001",34369,79386,1990
"45003",149542,553926,1990
"45005",8749,30205,1990
"45007",234393,658363,1990
"45009",15049,48321,1990
"45011",20017,65242,1990
"45013",17492,258823,1990
"45015",105256,521479,1990
"45017",10360,40117,1990
"45019",158765,1465722,1990
"45021",69145,155928,1990
"45023",44932,105679,1990
"45025",58625,126401,1990
"45027",21565,80135,1990
"45029",24957,101745,1990
"45031",67124,203098,1990
"45033",30327,86403,1990
"45035",70320,360649,1990
"45037",18312,60425,1990
"45039",25278,69669,1990
"45041",110899,497681,1990
"45043",37751,149389,1990
"45045",457708,1738096,1990
"45047",73005,205351,1990
"45049",13971,53631,1990
"45051",59574,576713,1990
"45053",5944,44134,1990
"45055",49568,149598,1990
"45057",82537,189834,1990
"45059",79314,197999,1990
"45061",18065,52251,1990
"45063",130099,882077,1990
"45065",8395,23503,1990
"45067",41793,104287,1990
"45069",36026,87936,1990
"45071",37485,111433,1990
"45073",74143,197847,1990
"45075",68323,258965,1990
"45077",119311,385224,1990
"45079",154077,1483949,1990
"45081",18469,53270,1990
"45083",367861,1066802,1990
"45085",84967,335790,1990
"45087",50417,102848,1990
"45089",39151,104481,1990
"45091",194238,648638,1990
"46NA",105221,932126,1990
"46003",733,9330,1990
"46005",9616,66333,1990
"46007",194,8261,1990
"46009",2926,21716,1990
"46011",15953,98861,1990
"46013",14024,139965,1990
"46015",804,20110,1990
"46017",106,4182,1990
"46019",1767,26038,1990
"46021",637,6729,1990
"46023",1515,28743,1990
"46025",1020,13744,1990
"46027",1928,49704,1990
"46029",18361,86507,1990
"46031",175,10505,1990
"46033",1781,20867,1990
"46035",9763,65422,1990
"46037",2147,21098,1990
"46039",1393,14784,1990
"46041",140,15478,1990
"46043",626,10984,1990
"46045",632,14731,1990
"46047",747,23405,1990
"46049",188,8942,1990
"46051",2994,29069,1990
"46053",271,17276,1990
"46055",887,8131,1990
"46057",1759,15073,1990
"46059",422,14364,1990
"46061",644,10634,1990
"46063",46,5901,1990
"46065",2154,62260,1990
"46067",2893,27585,1990
"46069",38,5870,1990
"46071",114,7875,1990
"46073",362,7917,1990
"46075",58,4732,1990
"46077",2231,19282,1990
"46079",4556,38871,1990
"46081",6806,76594,1990
"46083",9286,61870,1990
"46085",450,12784,1990
"46087",2204,19194,1990
"46089",447,10326,1990
"46091",2135,15456,1990
"46093",5318,63771,1990
"46095",80,5478,1990
"46097",768,10727,1990
"46099",96584,752327,1990
"46101",3038,22629,1990
"46103",46779,402998,1990
"46105",816,15439,1990
"46107",429,11064,1990
"46109",1709,32659,1990
"46111",718,8765,1990
"46113",435,16923,1990
"46115",795,25724,1990
"46117",248,10129,1990
"46119",89,6180,1990
"46121",401,18219,1990
"46123",280,22997,1990
"46125",2008,28490,1990
"46127",7401,38775,1990
"46129",589,21779,1990
"46135",14014,73251,1990
"46137",36,5356,1990
"47NA",1444755,7780449,1990
"47001",56545,263989,1990
"47003",39141,109552,1990
"47005",13859,44681,1990
"47007",8739,26301,1990
"47009",72811,377827,1990
"47011",106291,276813,1990
"47013",21577,90567,1990
"47015",14074,35865,1990
"47017",41133,90638,1990
"47019",66021,220979,1990
"47021",22385,110273,1990
"47023",11338,41301,1990
"47025",24909,73834,1990
"47027",11053,22935,1990
"47029",32199,90158,1990
"47031",38693,136249,1990
"47033",13458,42942,1990
"47035",23867,101701,1990
"47037",433217,3433160,1990
"47039",13031,31666,1990
"47041",19246,48170,1990
"47043",33212,134222,1990
"47045",44779,117820,1990
"47047",18840,76126,1990
"47049",13008,40852,1990
"47051",30682,113820,1990
"47053",61556,150869,1990
"47055",33812,84176,1990
"47057",24867,60163,1990
"47059",73163,191462,1990
"47061",11424,37145,1990
"47063",71873,177551,1990
"47065",284116,1540551,1990
"47067",5026,14562,1990
"47069",23909,66036,1990
"47071",28410,70781,1990
"47073",67452,178670,1990
"47075",20892,58341,1990
"47077",29750,74545,1990
"47079",24708,83914,1990
"47081",15696,50198,1990
"47083",6222,19689,1990
"47085",14204,49252,1990
"47087",11180,27489,1990
"47089",37702,125832,1990
"47091",15103,39508,1990
"47093",248950,1742634,1990
"47095",5956,18829,1990
"47097",27200,67088,1990
"47099",45709,113661,1990
"47101",9696,28620,1990
"47103",29820,95842,1990
"47105",28366,108460,1990
"47107",56453,138982,1990
"47109",28667,70266,1990
"47111",23482,53529,1990
"47113",82940,375945,1990
"47115",26145,89720,1990
"47117",39614,79945,1990
"47119",59041,195886,1990
"47121",8281,24546,1990
"47123",37725,95315,1990
"47125",71910,409338,1990
"47127",6856,19688,1990
"47129",10920,43254,1990
"47131",39880,106776,1990
"47133",24221,56347,1990
"47135",8705,20221,1990
"47137",5431,13540,1990
"47139",18775,41898,1990
"47141",48491,183557,1990
"47143",30927,76099,1990
"47145",37178,149723,1990
"47147",44364,168246,1990
"47149",126112,522669,1990
"47151",15382,46663,1990
"47153",10246,33136,1990
"47155",32988,203656,1990
"47157",546265,4324604,1990
"47159",15757,46594,1990
"47161",8944,28271,1990
"47163",196939,690529,1990
"47165",116284,502632,1990
"47167",32750,131137,1990
"47169",7126,20565,1990
"47171",21115,57532,1990
"47173",14835,47740,1990
"47175",7188,14586,1990
"47177",38919,114611,1990
"47179",98769,452725,1990
"47181",22781,45270,1990
"47183",36101,111384,1990
"47185",29601,64788,1990
"47187",61309,375425,1990
"47189",63073,310644,1990
"48NA",5233160,36582496,1990
"48001",11454,119500,1990
"48003",4505,44677,1990
"48005",51036,216983,1990
"48007",3164,49778,1990
"48009",2674,28489,1990
"48011",356,6405,1990
"48013",4277,85523,1990
"48015",9255,63433,1990
"48017",1543,24555,1990
"48019",2348,33282,1990
"48021",14430,125275,1990
"48023",1128,14357,1990
"48025",4402,65420,1990
"48027",89750,751236,1990
"48029",499743,5775135,1990
"48031",1459,19814,1990
"48033",119,2632,1990
"48035",7389,43953,1990
"48037",51915,345046,1990
"48039",190089,790235,1990
"48041",42416,647919,1990
"48043",646,29401,1990
"48045",228,6152,1990
"48047",1175,20762,1990
"48049",19588,104233,1990
"48051",5703,40241,1990
"48053",7882,65170,1990
"48055",10342,80088,1990
"48057",11797,59600,1990
"48059",4370,36149,1990
"48061",123327,948236,1990
"48063",6778,29915,1990
"48065",2588,21414,1990
"48067",19752,86599,1990
"48069",2612,27087,1990
"48071",15279,71766,1990
"48073",24549,119506,1990
"48075",72,17851,1990
"48077",4213,32487,1990
"48079",1174,12897,1990
"48081",710,10190,1990
"48083",3166,27890,1990
"48085",306652,1620132,1990
"48087",638,11646,1990
"48089",5903,55723,1990
"48091",29088,202446,1990
"48093",4489,40535,1990
"48095",373,9344,1990
"48097",21147,101571,1990
"48099",12492,164299,1990
"48101",88,7108,1990
"48103",1105,15117,1990
"48105",563,13054,1990
"48107",1526,20863,1990
"48109",101,11084,1990
"48111",1145,18760,1990
"48113",1815919,11498724,1990
"48115",1734,38955,1990
"48117",8892,59473,1990
"48119",2964,14290,1990
"48121",296598,1716744,1990
"48123",8203,53244,1990
"48125",503,7504,1990
"48127",1855,23926,1990
"48129",101,2540,1990
"48131",186,6435,1990
"48133",1286,11697,1990
"48135",33430,285135,1990
"48137",37,1381,1990
"48139",24238,102468,1990
"48141",219723,1269600,1990
"48143",2833,19921,1990
"48145",1222,9634,1990
"48147",3559,14833,1990
"48149",1660,12267,1990
"48151",313,2823,1990
"48153",380,5591,1990
"48155",105,1252,1990
"48157",65488,534810,1990
