"fips","less_12","college","total_persons","year"
"19037",3432,1449,13735,1990
"19039",2094,847,8949,1990
"19041",3052,2931,20114,1990
"19043",5110,1957,19597,1990
"19045",13671,8009,60005,1990
"19047",5129,1754,18008,1990
"19049",8647,8084,51551,1990
"19051",2211,890,7609,1990
"19053",2544,1125,8644,1990
"19055",3771,1944,17108,1990
"19057",10184,6379,48549,1990
"19059",2977,3100,18060,1990
"19061",57416,47500,263878,1990
"19063",2839,1442,13006,1990
"19065",5666,2922,23658,1990
"19067",4207,2367,19093,1990
"19069",2644,1426,12384,1990
"19071",2029,990,8805,1990
"19073",2272,1575,11730,1990
"19075",2887,1655,13422,1990
"19077",2743,1134,11591,1990
"19079",3990,2292,18722,1990
"19081",2986,1418,13350,1990
"19083",4873,2769,21905,1990
"19085",3877,1459,15621,1990
"19087",4386,2956,20566,1990
"19089",2997,939,10519,1990
"19091",2605,1486,12599,1990
"19093",2395,1066,9232,1990
"19095",3460,1732,14648,1990
"19097",27048,9816,97310,1990
"19099",39755,22634,177328,1990
"19101",15120,22515,84814,1990
"19103",47864,236769,538144,1990
"19105",20286,10313,95440,1990
"19107",13959,5545,59610,1990
"19109",19701,11124,93756,1990
"19111",43007,20860,191258,1990
"19113",176788,260634,1189869,1990
"19115",12794,5171,54925,1990
"19117",10742,4452,47002,1990
"19119",17087,5917,56972,1990
"19121",11426,7364,61420,1990
"19123",26504,13922,105547,1990
"19125",37858,18935,143877,1990
"19127",35598,31184,196382,1990
"19129",15637,8147,64886,1990
"19131",13530,6191,55815,1990
"19133",14633,5587,53745,1990
"19135",10088,3250,40960,1990
"19137",12915,8192,64184,1990
"19139",44718,25223,188427,1990
"19141",21139,10048,79366,1990
"19143",10168,3705,36365,1990
"19145",19317,11855,88193,1990
"19147",12566,6912,53765,1990
"19149",24595,16820,111267,1990
"19151",10141,6459,50323,1990
"19153",309956,558170,2270644,1990
"19155",133545,61586,569888,1990
"19157",16663,14917,91434,1990
"19159",6426,2860,28752,1990
"19161",14735,8132,63731,1990
"19163",180471,229613,1018290,1990
"19165",14315,8763,67427,1990
"19167",37458,19287,131659,1990
"19169",25847,102155,282324,1990
"19171",20391,9815,85159,1990
"19173",9290,3229,37028,1990
"19175",13766,8291,64762,1990
"19177",9796,3694,38432,1990
"19179",47768,19907,184077,1990
"19181",25615,32605,201683,1990
"19183",22840,11476,98788,1990
"19185",10790,3231,37991,1990
"19187",43370,28108,201663,1990
"19189",12824,8447,60286,1990
"19191",21693,16160,92655,1990
"19193",139151,115701,669456,1990
"19195",9232,4498,41364,1990
"19197",17192,8623,76316,1990
"20NA",757075,1131522,4628795,1990
"20001",18309,8765,70771,1990
"20003",11497,3072,38407,1990
"20005",16582,10561,75585,1990
"20007",6306,3926,30656,1990
"20009",30918,20182,145075,1990
"20011",18561,10395,72251,1990
"20013",11161,6941,52923,1990
"20015",50871,46424,270851,1990
"20017",3518,2043,15603,1990
"20019",6901,2390,23240,1990
"20021",30379,10643,101440,1990
"20023",4544,2329,17498,1990
"20025",2131,2318,12945,1990
"20027",10906,6380,48351,1990
"20029",13925,8037,57873,1990
"20031",9882,5710,42605,1990
"20033",2790,1853,12465,1990
"20035",38130,26598,172501,1990
"20037",43061,31216,169843,1990
"20039",4717,2948,21566,1990
"20041",19316,11501,95931,1990
"20043",10734,3827,39784,1990
"20045",43420,169450,423222,1990
"20047",4601,2673,19836,1990
"20049",5954,1892,18097,1990
"20051",23298,27925,119184,1990
"20053",8042,4455,33994,1990
"20055",28113,19095,118623,1990
"20057",19837,22113,111185,1990
"20059",23075,13327,103446,1990
"20061",13349,15195,91060,1990
"20063",3537,2330,16816,1990
"20065",4054,2650,18129,1990
"20067",5710,4330,28324,1990
"20069",6971,3179,24025,1990
"20071",1276,1458,8283,1990
"20073",10121,4264,40944,1990
"20075",3077,1611,12196,1990
"20077",8364,4105,38008,1990
"20079",30477,34819,167802,1990
"20081",2838,2432,16118,1990
"20083",1640,1951,11050,1990
"20085",9875,5615,52343,1990
"20087",14325,10280,75442,1990
"20089",4482,2704,23008,1990
"20091",179191,1065408,2607860,1990
"20093",3688,2228,16898,1990
"20095",9478,4886,41642,1990
"20097",4086,2770,18797,1990
"20099",28250,13802,111343,1990
"20101",2251,2159,12080,1990
"20103",46312,80426,314080,1990
"20105",4472,2276,19781,1990
"20107",10869,4251,41228,1990
"20109",3412,2572,15965,1990
"20111",23504,31782,143452,1990
"20113",28536,23168,132689,1990
"20115",17593,9849,66129,1990
"20117",13692,6175,60790,1990
"20119",4268,3707,21554,1990
"20121",26626,16495,123901,1990
"20123",6546,5881,37309,1990
"20125",46522,25455,181501,1990
"20127",6177,3982,31774,1990
"20129",3681,2618,16035,1990
"20131",12539,6282,51081,1990
"20133",19081,9819,84285,1990
"20135",4743,2652,21431,1990
"20137",7207,4168,31313,1990
"20139",17668,7109,75901,1990
"20141",6411,2952,26578,1990
"20143",5654,4129,29527,1990
"20145",6285,6134,37129,1990
"20147",8971,3875,35053,1990
"20149",13486,11515,74431,1990
"20151",8538,9658,49240,1990
"20153",3524,2518,17544,1990
"20155",65198,46834,302908,1990
"20157",8043,3739,36469,1990
"20159",10084,9867,52756,1990
"20161",15445,70587,198054,1990
"20163",8211,3411,31415,1990
"20165",5910,2452,21498,1990
"20167",11060,6109,43534,1990
"20169",39951,43205,238336,1990
"20171",5929,3504,25718,1990
"20173",390278,595539,2531600,1990
"20175",14863,9584,71312,1990
"20177",151282,248404,1044908,1990
"20179",2837,2066,15315,1990
"20181",7933,4287,33520,1990
"20183",7544,2814,28743,1990
"20185",5859,4538,27600,1990
"20187",1887,1702,9783,1990
"20189",4147,3340,22218,1990
"20191",27315,14279,123881,1990
"20193",5473,5966,38201,1990
"20195",5380,2366,19588,1990
"20197",5185,4035,31933,1990
"20199",1869,1068,8518,1990
"20201",11429,4071,37323,1990
"20203",2782,1601,11990,1990
"20205",13556,6136,53259,1990
"20207",6439,1841,21543,1990
"20209",240629,89602,840200,1990
"21NA",1730793,1030363,5823922,1990
"21001",36589,5414,69378,1990
"21003",33347,3194,68119,1990
"21005",22231,6882,67758,1990
"21007",13705,3433,38351,1990
"21009",71942,13692,159876,1990
"21011",23918,2881,44459,1990
"21013",75166,13436,142186,1990
"21015",82748,55805,357569,1990
"21017",34048,11761,95693,1990
"21019",113826,43482,363254,1990
"21021",38045,17718,113731,1990
"21023",15963,2396,36368,1990
"21025",35101,5920,67637,1990
"21027",32380,4910,74558,1990
"21029",90689,16161,259368,1990
"21031",27805,2642,52153,1990
"21033",23947,5568,63968,1990
"21035",40859,26301,132895,1990
"21037",169710,89482,588330,1990
"21039",9551,1672,25299,1990
"21041",17321,4821,43744,1990
"21043",59954,9470,123415,1990
"21045",36970,4274,65079,1990
"21047",66227,31449,268898,1990
"21049",53364,20282,152945,1990
"21051",54368,6668,89071,1990
"21053",24135,2855,43271,1990
"21055",17890,2404,44403,1990
"21057",19152,1960,31553,1990
"21059",155552,82878,564938,1990
"21061",23625,2480,46073,1990
"21063",15423,1582,27672,1990
"21065",35444,3667,66472,1990
"21067",253986,478227,1455489,1990
"21069",26287,5139,56751,1990
"21071",92586,14150,188560,1990
"21073",48895,44532,204191,1990
"21075",15135,4042,35370,1990
"21077",9694,1238,24005,1990
"21079",24476,3341,53975,1990
"21081",27242,5156,70649,1990
"21083",59122,14784,159068,1990
"21085",50586,5986,98130,1990
"21087",24982,3465,49446,1990
"21089",82332,28585,241461,1990
"21091",10653,2461,34928,1990
"21093",83055,45325,329937,1990
"21095",80220,10347,158508,1990
"21097",28266,6674,75348,1990
"21099",34999,3690,64946,1990
"21101",83317,31733,268649,1990
"21103",22562,4972,58806,1990
"21105",10087,2103,25344,1990
"21107",79353,20732,211063,1990
"21109",32056,2579,51850,1990
"21111",1039456,898699,4282983,1990
"21113",46473,29788,153664,1990
"21115",47377,9828,105009,1990
"21117",251216,174686,1004268,1990
"21119",40869,6202,74565,1990
"21121",67941,10385,127689,1990
"21123",22511,4513,54535,1990
"21125",90833,16046,192502,1990
"21127",32978,3920,61759,1990
"21129",18784,1933,33150,1990
"21131",33595,3725,56468,1990
"21133",64696,8002,119427,1990
"21135",31195,3884,57370,1990
"21137",43886,5594,88497,1990
"21139",16585,2450,45200,1990
"21141",44552,9343,108053,1990
"21143",12759,3287,33655,1990
"21145",78191,45028,299758,1990
"21147",39398,3169,66057,1990
"21149",19231,3096,46281,1990
"21151",79467,44727,227976,1990
"21153",33404,2535,54173,1990
"21155",28039,4685,69591,1990
"21157",44263,13196,136231,1990
"21159",28287,3056,50945,1990
"21161",29286,8213,75857,1990
"21163",24274,10154,90527,1990
"21165",11982,1104,22220,1990
"21167",34073,7921,90331,1990
"21169",22287,2066,40884,1990
"21171",28334,3814,53663,1990
"21173",38521,8286,88125,1990
"21175",28942,3546,52143,1990
"21177",64626,9232,143386,1990
"21179",39722,11785,124391,1990
"21181",14163,1941,31612,1990
"21183",45622,6321,97937,1990
"21185",31560,38993,166265,1990
"21187",18382,3134,41302,1990
"21189",14488,2204,22469,1990
"21191",21123,3635,52882,1990
"21193",67350,8885,129141,1990
"21195",158250,24685,317839,1990
"21197",25416,2697,51070,1990
"21199",101695,21852,232114,1990
"21201",4999,791,10140,1990
"21203",36922,4032,67046,1990
"21205",31695,13112,75691,1990
"21207",35269,4447,70927,1990
"21209",34850,17810,114670,1990
"21211",34806,17178,122252,1990
"21213",26592,5835,65185,1990
"21215",12722,2937,29968,1990
"21217",41472,10430,97825,1990
"21219",22223,3676,46069,1990
"21221",18241,5510,46615,1990
"21223",10862,2082,28263,1990
"21225",20745,6134,64971,1990
"21227",89229,64840,317592,1990
"21229",18498,3725,44803,1990
"21231",43431,4456,78651,1990
"21233",24818,3954,64364,1990
"21235",68631,17026,146980,1990
"21237",16412,2209,28707,1990
"21239",25511,20735,100557,1990
"22NA",1598654,1518819,6962173,1990
"22001",86753,18900,206693,1990
"22003",29848,6154,77245,1990
"22005",58025,21353,218593,1990
"22007",30918,4795,68663,1990
"22009",62774,11264,135564,1990
"22011",31557,15874,113748,1990
"22013",12248,5020,44589,1990
"22015",74121,77385,452401,1990
"22017",182084,269189,1113558,1990
"22019",210584,148348,857280,1990
"22021",14393,3671,36308,1990
"22023",14613,3237,38535,1990
"22025",15563,3856,37535,1990
"22027",12258,7373,48821,1990
"22029",22903,6352,63723,1990
"22031",17505,7693,68246,1990
"22033",207934,566366,1706514,1990
"22035",5943,2730,16742,1990
"22037",15121,6273,48012,1990
"22039",52675,10738,113818,1990
"22041",29252,8059,72509,1990
"22043",24197,7431,70962,1990
"22045",76552,22515,216703,1990
"22047",27123,8654,78491,1990
"22049",17251,5223,52809,1990
"22051",636942,606467,2997602,1990
"22053",45091,9999,116405,1990
"22055",170221,223557,839317,1990
"22057",171172,45144,419801,1990
"22059",24325,5458,65224,1990
"22061",18332,30566,102601,1990
"22063",105787,31161,341576,1990
"22065",8290,2775,25072,1990
"22067",33318,11356,92093,1990
"22069",24380,21977,98038,1990
"22071",289125,568710,1553145,1990
"22073",142597,146181,642562,1990
"22075",40593,10811,114089,1990
"22077",19107,7526,62841,1990
"22079",150067,112064,621738,1990
"22081",9424,2888,27801,1990
"22083",25410,7907,63205,1990
"22085",34237,9152,97808,1990
"22087",160714,37297,505561,1990
"22089",47092,41080,237621,1990
"22091",6687,1921,20989,1990
"22093",13876,3927,50261,1990
"22095",27132,17532,134818,1990
"22097",86206,25116,226599,1990
"22099",57501,12324,144635,1990
"22101",73025,20334,205179,1990
"22103",145899,182298,740949,1990
"22105",88741,41097,271084,1990
"22107",4961,2809,16423,1990
"22109",179745,57136,521357,1990
"22111",20614,9229,71499,1990
"22113",76637,18857,194934,1990
"22115",42202,19209,174053,1990
"22117",48614,14466,145822,1990
"22119",42829,16313,145665,1990
"22121",18416,7640,70947,1990
"22123",21006,4357,47152,1990
"22125",6169,4189,28362,1990
"22127",20027,5856,54618,1990
"25NA",3365132,4709085,17011667,1990
"25001",129040,319396,1138325,1990
"25003",184643,174270,844576,1990
"25005",1245953,532314,3453623,1990
"25007",5745,20507,62867,1990
"25009",872167,1219825,4686521,1990
"25011",60300,80651,340604,1990
"25013",717404,535723,2907595,1990
"25015",130634,228698,755138,1990
"25017",1549466,3492812,9991033,1990
"25019",3260,10580,31691,1990
"25021",530382,1553765,4544392,1990
"25023",393658,569766,2546735,1990
"25025",714576,1192548,3650064,1990
"25027",972945,956672,4344621,1990
"33NA",395243,519926,2159958,1990
"33001",47670,48911,240466,1990
"33003",28971,41195,176287,1990
"33005",62349,78140,325433,1990
"33007",52849,18990,174987,1990
"33009",62796,87697,335058,1990
"33011",405594,552734,2178484,1990
"33013",101536,151053,600511,1990
"33015",187077,354068,1369697,1990
"33017",135330,140661,662861,1990
"33019",48041,30649,189756,1990
"26NA",3982337,3738098,18713765,1990
"26001",16068,4709,51663,1990
"26003",10949,5017,41971,1990
"26005",98523,50454,403158,1990
"26007",39226,17037,148763,1990
"26009",20560,12121,87800,1990
"26011",24107,5086,69996,1990
"26013",10567,3239,36407,1990
"26015",49302,24644,227702,1990
"26017",182766,78883,704652,1990
"26019",13720,9188,59433,1990
"26021",190513,150749,845993,1990
"26023",49138,19558,188104,1990
"26025",173889,113598,784908,1990
"26027",56287,20628,212869,1990
"26029",20537,16387,102000,1990
"26031",26517,10027,100673,1990
"26033",33834,16983,136679,1990
"26035",38534,8168,117563,1990
"26037",48538,43391,297169,1990
"26039",15152,7198,55694,1990
"26041",41283,20835,179867,1990
"26043",29352,17824,136792,1990
"26045",71378,97741,510593,1990
"26047",21274,23168,117793,1990
"26049",488674,299073,2228438,1990
"26051",36061,6766,102463,1990
"26053",21436,10811,93132,1990
"26055",44266,65868,293868,1990
"26057",7651,4063,34050,1990
"26059",8644,4233,35096,1990
"26061",7615,5496,29509,1990
"26063",9970,2877,31258,1990
"26065",99727,217125,698566,1990
"26067",10179,4076,44911,1990
"26069",5727,2854,25696,1990
"26071",4002,1456,14648,1990
"26073",9123,11549,47525,1990
"26075",73057,42123,318254,1990
"26077",87168,165424,563061,1990
"26079",2872,701,9464,1990
"26081",256167,322900,1419665,1990
"26083",502,152,1399,1990
"26085",2131,383,5687,1990
"26087",22379,9280,99295,1990
"26089",1832,3185,12774,1990
"26091",18300,11125,80007,1990
"26093",22638,30068,154867,1990
"26095",1462,491,4763,1990
"26097",2136,967,7985,1990
"26099",606858,343346,2608317,1990
"26101",5470,2238,20333,1990
"26103",11684,14233,66462,1990
"26105",5523,2778,23204,1990
"26107",4986,4526,23036,1990
"26109",5940,2328,23708,1990
"26111",18499,34423,116577,1990
"26113",2626,769,8625,1990
"26115",57632,27290,233800,1990
"26117",10609,3611,40991,1990
"26119",2230,580,6702,1990
"26121",89606,47983,373391,1990
"26123",7639,3320,27910,1990
"26125",522340,1087324,3503241,1990
"26127",4415,1918,17592,1990
"26129",6065,1176,15808,1990
"26131",1887,735,7568,1990
"26133",4385,1478,15819,1990
"26135",2188,543,6648,1990
"26137",3004,1841,13741,1990
"26139",77504,78585,394271,1990
"26141",4293,1119,12762,1990
"26143",6182,1499,20023,1990
"26145",104215,74632,481160,1990
"26147",81258,38468,332299,1990
"26149",12946,5510,50422,1990
"26151",9094,2896,32592,1990
"26153",2148,701,7650,1990
"26155",13375,6196,61393,1990
"26157",11131,3869,42844,1990
"26159",13980,6922,52326,1990
"26161",59393,292813,596264,1990
"26163",1233668,780360,4776306,1990
"26165",6122,3113,23997,1990
"26NA",3982337,3738098,18713765,1990
"26001",2430,749,7887,1990
"26003",1991,931,7717,1990
"26005",19791,11082,81318,1990
"26007",7378,3363,28373,1990
"26009",3604,2161,15494,1990
"26011",4079,940,11952,1990
"26013",2377,773,8381,1990
"26015",8316,4142,38264,1990
"26017",75090,32659,286668,1990
"26019",2476,1676,10641,1990
"26021",69769,57017,312035,1990
"26023",9316,3706,35062,1990
"26025",71997,47340,321774,1990
"26027",10213,3696,37975,1990
"26029",3995,3067,19596,1990
"26031",4515,1699,17405,1990
"26033",6504,3429,26423,1990
"26035",6272,1538,19931,1990
"26037",14284,12461,85597,1990
"26039",2504,1132,9020,1990
"26041",8283,4335,35981,1990
"26043",6342,3994,29812,1990
"26045",23492,37207,179033,1990
"26047",4024,4424,22069,1990
"26049",210016,123957,926354,1990
"26051",5911,1186,16705,1990
"26053",4636,2267,20088,1990
"26055",7786,11910,50988,1990
"26057",39259,19375,174522,1990
"26059",47806,22173,193454,1990
"26061",39715,26562,150937,1990
"26063",53374,14829,167002,1990
"26065",219223,461307,1523356,1990
"26067",52293,20936,234955,1990
"26069",32307,14356,136804,1990
"26071",19368,7198,71756,1990
"26073",39177,44597,200327,1990
"26075",186943,113775,847130,1990
"26077",201120,368542,1296213,1990
"26079",18028,4301,59564,1990
"26081",557895,686404,3091199,1990
"26083",3244,998,9097,1990
"26085",13369,2489,36467,1990
"26087",81269,34330,365491,1990
"26089",11180,19193,77634,1990
"26091",91590,53887,402861,1990
"26093",84414,113966,582703,1990
"26095",8074,2627,26621,1990
"26097",12426,5287,45929,1990
"26099",1240458,706946,5363391,1990
"26101",28396,11406,106871,1990
"26103",55736,64735,312180,1990
"26105",28809,14616,122126,1990
"26107",29484,24338,133742,1990
"26109",30996,11436,121508,1990
"26111",65059,108367,392835,1990
"26113",2626,769,8625,1990
"26115",57632,27290,233800,1990
"26117",10609,3611,40991,1990
"26119",2230,580,6702,1990
"26121",89606,47983,373391,1990
"26123",7639,3320,27910,1990
"26125",522340,1087324,3503241,1990
"26127",4415,1918,17592,1990
"26129",6065,1176,15808,1990
"26131",1887,735,7568,1990
"26133",4385,1478,15819,1990
"26135",2188,543,6648,1990
"26137",3004,1841,13741,1990
"26139",77504,78585,394271,1990
"26141",4293,1119,12762,1990
"26143",6182,1499,20023,1990
"26145",104215,74632,481160,1990
"26147",81258,38468,332299,1990
"26149",12946,5510,50422,1990
"26151",9094,2896,32592,1990
"26153",2148,701,7650,1990
"26155",13375,6196,61393,1990
"26157",11131,3869,42844,1990
"26159",13980,6922,52326,1990
"26161",59393,292813,596264,1990
"26163",1233668,780360,4776306,1990
"26165",6122,3113,23997,1990
"26NA",3982337,3738098,18713765,1990
"26001",2430,749,7887,1990
"26003",1991,931,7717,1990
"26005",19791,11082,81318,1990
"26007",7378,3363,28373,1990
"26009",3604,2161,15494,1990
"26011",4079,940,11952,1990
"26013",2377,773,8381,1990
"26015",8316,4142,38264,1990
"26017",75090,32659,286668,1990
"26019",2476,1676,10641,1990
"26021",69769,57017,312035,1990
"26023",9316,3706,35062,1990
"26025",71997,47340,321774,1990
"26027",10213,3696,37975,1990
"26029",3995,3067,19596,1990
"26031",4515,1699,17405,1990
"26033",6504,3429,26423,1990
"26035",6272,1538,19931,1990
"26037",14284,12461,85597,1990
"26039",2504,1132,9020,1990
"26041",8283,4335,35981,1990
"26043",6342,3994,29812,1990
"26045",23492,37207,179033,1990
"26047",4024,4424,22069,1990
"26049",210016,123957,926354,1990
"26051",5911,1186,16705,1990
"26053",4636,2267,20088,1990
"26055",7786,11910,50988,1990
"26057",7651,4063,34050,1990
"26059",8644,4233,35096,1990
"26061",7615,5496,29509,1990
"26063",9970,2877,31258,1990
"26065",99727,217125,698566,1990
"26067",10179,4076,44911,1990
"26069",5727,2854,25696,1990
"26071",4002,1456,14648,1990
"26073",9123,11549,47525,1990
"26075",73057,42123,318254,1990
"26077",87168,165424,563061,1990
"26079",2872,701,9464,1990
"26081",256167,322900,1419665,1990
"26083",502,152,1399,1990
"26085",2131,383,5687,1990
"26087",22379,9280,99295,1990
"26089",1832,3185,12774,1990
"26091",18300,11125,80007,1990
"26093",22638,30068,154867,1990
"26095",1462,491,4763,1990
"26097",2136,967,7985,1990
"26099",606858,343346,2608317,1990
"26101",5470,2238,20333,1990
"26103",11684,14233,66462,1990
"26105",5523,2778,23204,1990
"26107",4986,4526,23036,1990
"26109",5940,2328,23708,1990
"26111",18499,34423,116577,1990
"26113",16528,4423,54093,1990
"26115",181076,77960,714478,1990
"26117",60259,19283,231077,1990
"26119",14380,3850,44064,1990
"26121",212330,109387,893867,1990
"26123",47161,18152,167380,1990
"26125",1106476,2255656,7414713,1990
"26127",25007,10528,98580,1990
"26129",33263,6486,89278,1990
"26131",11289,4161,44378,1990
"26133",24953,7910,89877,1990
"26135",12964,3111,39096,1990
"26137",16936,11069,81373,1990
"26139",202316,201237,1038119,1990
"26141",23325,5889,68196,1990
"26143",32492,8291,106009,1990
"26145",247957,166282,1128860,1990
"26147",212892,95756,863203,1990
"26149",67612,28922,263116,1990
"26151",50338,15580,182808,1990
"26153",11238,3605,39936,1990
"26155",67273,32470,316441,1990
"26157",65131,20333,245446,1990
"26159",77442,37594,292896,1990
"26161",157841,660193,1451498,1990
"26163",2494010,1579656,9672138,1990
"26165",31088,15485,122553,1990
"27NA",1359721,2304543,9068813,1990
"27001",18741,6076,63489,1990
"27003",216629,257344,1653705,1990
"27005",33683,15759,125075,1990
"27007",27881,27468,124558,1990
"27009",39476,27431,178433,1990
"27011",9211,3271,32862,1990
"27013",37843,50287,221306,1990
"27015",37768,16591,133508,1990
"27017",34553,17272,139094,1990
"27019",40094,65345,280316,1990
"27021",26344,12130,100133,1990
"27023",17787,7445,67721,1990
"27025",31733,18938,158835,1990
"27027",54277,66074,291635,1990
"27029",12775,3790,37090,1990
"27031",2648,4100,18726,1990
"27033",18624,8199,65659,1990
"27035",52130,29413,216479,1990
"27037",169402,527909,1895131,1990
"27039",15233,8402,71830,1990
"27041",32875,17149,136456,1990
"27043",22361,10551,87377,1990
"27045",30677,10901,102739,1990
"27047",40256,19676,167319,1990
"27049",44220,28305,199334,1990
"27051",9270,3734,32715,1990
"27053",805528,2472665,7582639,1990
"27055",23313,15066,98802,1990
"27057",17006,10503,71626,1990
"27059",28498,15286,130234,1990
"27061",42820,24422,191899,1990
"27063",14887,5769,57782,1990
"27065",17552,5290,58143,1990
"27067",42660,28424,180426,1990
"27069",8809,3771,30064,1990
"27071",21108,8418,80071,1990
"27073",13034,5052,46270,1990
"27075",10828,6733,54855,1990
"27077",4900,2198,19661,1990
"27079",26304,14393,110057,1990
"27081",11687,2995,35769,1990
"27083",27475,19176,113664,1990
"27085",8064,4158,33355,1990
"27087",2180,739,6115,1990
"27089",3313,1180,10444,1990
"27091",6742,3583,26598,1990
"27093",5480,2081,19880,1990
"27095",5110,1656,16748,1990
"27097",8639,2351,25827,1990
"27099",10625,5755,43443,1990
"27101",3172,829,9850,1990
"27103",5043,6526,27984,1990
"27105",6428,2537,21910,1990
"27107",2598,868,8311,1990
"27109",34280,96886,314308,1990
"27111",14101,6696,48784,1990
"27113",3771,1939,13632,1990
"27115",5818,1851,18555,1990
"27117",3494,1183,11435,1990
"27119",12359,6651,48607,1990
"27121",3161,1074,10671,1990
"27123",231986,499478,1697616,1990
"27125",1613,463,4438,1990
"27127",5530,2120,18610,1990
"27129",5500,2012,18679,1990
"27131",10096,9412,46663,1990
"27133",3285,1209,10459,1990
"27135",3423,1329,12321,1990
"27137",101788,100486,529173,1990
"27139",16936,25370,131255,1990
"27141",9866,12946,66749,1990
"27143",4610,1278,14069,1990
"27145",47944,48883,244409,1990
"27147",6472,5656,32975,1990
"27149",2298,1643,9492,1990
"27151",4032,1324,11922,1990
"27153",6537,1687,20096,1990
"27155",1472,513,4881,1990
"27157",4861,2613,20085,1990
"27159",3952,1535,13091,1990
"27161",4235,2525,18509,1990
"27163",37037,103572,394359,1990
"27165",3428,1274,12310,1990
"27167",2087,957,7855,1990
"27169",10467,9347,46692,1990
"27171",19812,11941,98063,1990
"27173",3498,1253,12160,1990
"27NA",1359721,2304543,9068813,1990
"27001",3231,1060,10767,1990
"27003",104471,125542,798507,1990
"27005",6653,3069,24017,1990
"27007",5459,5292,23872,1990
"27009",15680,12035,73577,1990
"27011",2065,709,7140,1990
"27013",8179,11509,48752,1990
"27015",8620,3919,30206,1990
"27017",7433,3676,29114,1990
"27019",13478,28037,106370,1990
"27021",5068,2416,19217,1990
"27023",3969,1643,14753,1990
"27025",9521,5606,46899,1990
"27027",23185,30896,128669,1990
"27029",2473,658,6868,1990
"27031",524,758,3426,1990
"27033",4104,1839,14083,1990
"27035",10640,6223,44609,1990
"27037",79564,259361,916201,1990
"27039",3167,1718,14890,1990
"27041",6595,3121,25954,1990
"27043",5033,2307,18959,1990
"27045",6521,2381,21619,1990
"27047",8924,4472,36837,1990
"27049",9816,6165,43232,1990
"27051",1962,758,6717,1990
"27053",400612,1233923,3776107,1990
"27055",6267,4788,27840,1990
"27057",3128,1767,12514,1990
"27059",8128,4354,36124,1990
"27061",8380,4652,36889,1990
"27063",3157,1203,11816,1990
"27065",3194,1006,10323,1990
"27067",9198,5966,37914,1990
"27069",1939,795,6376,1990
"27071",4548,1734,17143,1990
"27073",2756,1032,9382,1990
"27075",2272,1399,11301,1990
"27077",910,428,3605,1990
"27079",5694,2945,22859,1990
"27081",2513,613,7341,1990
"27083",6355,4458,25716,1990
"27085",37224,18216,152899,1990
"27087",7592,2509,21475,1990
"27089",16783,5542,53296,1990
"27091",29554,15601,118794,1990
"27093",26600,10121,99626,1990
"27095",25522,8256,86210,1990
"27097",43595,12083,133983,1990
"27099",46673,24907,192927,1990
"27101",14902,4087,48538,1990
"27103",22683,28132,124452,1990
"27105",28688,11153,99022,1990
"27107",12330,4012,40501,1990
"27109",79346,210688,705646,1990
"27111",71221,32964,250396,1990
"27113",17373,8797,63372,1990
"27115",29992,9579,98283,1990
"27117",15392,5227,51689,1990
"27119",44795,22527,170179,1990
"27121",15215,5478,53859,1990
"27123",465044,1002320,3407772,1990
"27125",7775,2095,21808,1990
"27127",24790,9728,86218,1990
"27129",25150,9176,88411,1990
"27131",45514,41524,214039,1990
"27133",14901,5355,48835,1990
"27135",18441,6867,66069,1990
"27137",251068,232342,1290393,1990
"27139",47500,60956,337385,1990
"27141",31688,36790,208583,1990
"27143",22268,6210,69719,1990
"27145",131482,116605,631295,1990
"27147",29542,23914,146903,1990
"27149",10440,7385,44448,1990
"27151",18036,6226,55980,1990
"27153",34209,8497,107516,1990
"27155",6668,2289,23013,1990
"27157",22633,11943,95385,1990
"27159",18856,7415,63833,1990
"27161",19265,11675,85721,1990
"27163",88169,240828,919269,1990
"27165",15128,5864,56728,1990
"27167",9653,4311,36577,1990
"27169",46695,41495,209550,1990
"27171",67734,41107,339275,1990
"27173",16164,5903,58672,1990
"28NA",585073,523206,2461256,1990
"28001",20285,18240,94703,1990
"28003",57927,14139,137848,1990
"28005",11245,3885,35884,1990
"28007",22973,7423,58466,1990
"28009",11577,2028,23834,1990
"28011",20017,17524,72399,1990
"28013",23256,5510,54543,1990
"28015",9437,3535,27519,1990
"28017",22184,5758,53952,1990
"28019",10474,4001,29865,1990
"28021",2567,2131,10856,1990
"28023",17328,5002,54855,1990
"28025",12254,9005,49416,1990
"28027",15503,12498,58395,1990
"28029",19284,8909,67202,1990
"28031",19070,5435,49983,1990
"28033",87357,36987,362148,1990
"28035",58806,67627,272519,1990
"28037",9105,2418,26391,1990
"28039",25148,5642,64421,1990
"28041",12402,2240,35496,1990
"28043",19587,9648,63307,1990
"28045",56684,28162,184002,1990
"28047",192302,168271,907147,1990
"28049",132823,333093,968648,1990
"28051",8666,5009,27478,1990
"28053",7425,2860,19902,1990
"28055",1517,332,3808,1990
"28057",43995,6044,86851,1990
"28059",139444,99216,624223,1990
"28061",12579,5275,41315,1990
"28063",1666,704,6316,1990
"28065",9719,3271,30748,1990
"28067",70712,31250,225642,1990
"28069",6218,2839,22511,1990
"28071",18982,30488,87853,1990
"28073",31445,31431,131760,1990
"28075",55433,39390,245988,1990
"28077",12450,4013,39137,1990
"28079",22104,5948,55628,1990
"28081",70112,43654,253383,1990
"28083",21502,15243,75764,1990
